month,store_id,channel,store_format,region,city,profit_profile,staff_count,orders,gmv,msrp_gmv,transaction_gmv,gross_sales,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,rent_expense,payroll_expense,utilities_expense,local_marketing_expense,logistics_expense,warehouse_expense,hq_sga,brand_marketing_expense,total_opex,store_direct_costs,store_cm,store_cm_pct,market_contribution,ebitda_proxy,operating_profit,operating_margin,bep_revenue,rent_to_sales_ratio,payroll_to_sales_ratio,sales_per_staff
2026-02-01,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,At Risk,60,184,48044.09,230246.71,48044.09,48044.09,45324.41,34643.43,19930.75,14712.68,0.4247,15473.84,26590.82,5000.86,4376.91,10597.87,5391.47,9152.44,4868.59,81452.79,51442.42,-36729.74,-1.0602,-52719.08,-66740.11,-66740.11,-1.9265,121129.67,0.4467,0.7676,577.39
2026-02-01,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,Loss Making,47,151,39633.66,203386.59,39633.66,39633.66,37070.75,27344.61,16781.28,10563.33,0.3863,18572.03,21597.97,3523.71,4083.94,9736.62,8905.33,9169.26,2302.78,77891.65,47777.66,-37214.33,-1.3609,-55856.28,-67328.32,-67328.32,-2.4622,123678.93,0.6792,0.7898,581.8
2026-02-01,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,High Profit,77,292,75847.16,386376.95,75847.16,75847.16,72425.33,55860.29,33613.29,22247.0,0.3983,8823.22,13793.45,2975.62,2870.92,4253.57,4430.62,4298.51,4821.5,46267.41,28463.21,-6216.21,-0.1113,-14900.4,-24020.41,-24020.41,-0.43,71468.65,0.158,0.2469,725.46
2026-02-01,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,Loss Making,46,126,36628.97,185803.57,36628.97,36628.97,34936.02,25565.89,14958.14,10607.75,0.4149,12782.72,16204.16,2210.07,2983.25,5655.09,5751.66,4199.34,1495.05,51281.34,34180.2,-23572.45,-0.922,-34979.2,-40673.59,-40673.59,-1.5909,82378.2,0.5,0.6338,555.78
2026-02-01,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,Stable,48,303,80646.08,393763.13,80646.08,80646.08,76361.89,56483.47,34404.32,22079.15,0.3909,16611.19,23797.24,4660.78,5763.53,7650.74,5393.36,8177.16,1823.22,73877.23,50832.75,-28753.6,-0.5091,-41797.7,-51798.08,-51798.08,-0.917,130041.7,0.2941,0.4213,1176.74
2026-02-01,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,Loss Making,54,123,32749.92,169529.98,32749.92,32749.92,31085.89,23860.58,14654.77,9205.81,0.3858,22494.5,35787.03,7286.67,11870.15,14970.49,14572.26,13049.12,3706.03,123736.24,77438.35,-68232.54,-2.8596,-97775.29,-114530.43,-114530.43,-4.8,200712.81,0.9427,1.4998,441.86
2026-02-01,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,High Profit,58,313,96619.6,484895.94,96619.6,96619.6,92895.02,70534.6,40558.0,29976.6,0.425,6797.64,9147.39,1386.15,1377.12,3203.18,1954.94,2030.3,748.57,26645.29,18708.3,11268.3,0.1598,6110.19,3331.31,3331.31,0.0472,44020.41,0.0964,0.1297,1216.11
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,Stable,53,264,71357.11,347998.87,71357.11,71357.11,68169.6,52320.72,30652.93,21667.79,0.4141,17218.8,23649.79,3392.87,4812.57,8921.08,6861.98,7517.63,2140.44,74515.16,49074.03,-27406.24,-0.5238,-43189.29,-52847.37,-52847.37,-1.0101,118497.94,0.3291,0.452,987.18
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,At Risk,45,155,45000.01,216135.23,45000.01,45000.01,44244.36,32558.13,18690.7,13867.43,0.4259,20287.92,30045.14,6589.78,7768.87,10383.39,5037.63,7028.43,2516.65,89657.81,64691.71,-50824.28,-1.561,-66245.3,-75790.38,-75790.38,-2.3278,151884.02,0.6231,0.9228,723.51
2026-02-01,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,Stable,41,279,71825.91,342348.99,71825.91,71825.91,68948.04,53102.02,30632.23,22469.79,0.4231,12481.29,16971.37,2733.44,5223.62,6584.04,5534.77,5455.65,1623.03,56607.22,37409.73,-14939.94,-0.2813,-27058.75,-34137.43,-34137.43,-0.6429,88409.02,0.235,0.3196,1295.17
2026-02-01,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,Stable,54,241,76689.36,374537.21,76689.36,76689.36,71958.83,53563.79,31070.83,22492.96,0.4199,13000.77,23807.64,4245.61,3708.23,8942.46,4594.99,5681.79,5832.58,69814.07,44762.25,-22269.29,-0.4158,-35806.74,-47321.11,-47321.11,-0.8835,106594.94,0.2427,0.4445,991.92
2026-02-01,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,Stable,52,218,56473.88,300117.75,56473.88,56473.88,55008.79,36658.95,21880.85,14778.1,0.4031,14268.27,21859.46,3556.15,3945.05,6092.56,4914.76,4747.44,1654.95,61038.63,43628.92,-28850.82,-0.787,-39858.15,-46260.53,-46260.53,-1.2619,108227.07,0.3892,0.5963,704.98
2026-02-01,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,Loss Making,42,115,38104.79,189398.27,38104.79,38104.79,36912.45,30002.28,17467.7,12534.58,0.4178,32149.12,37670.62,8904.2,8843.99,13898.29,11188.67,17712.81,3583.95,133951.66,87567.93,-75033.35,-2.5009,-100120.32,-121417.08,-121417.08,-4.0469,209599.18,1.0716,1.2556,714.34
2026-02-01,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,Stable,79,234,65408.33,329921.85,65408.33,65408.33,63172.46,44490.15,25786.07,18704.08,0.4204,11995.78,18479.67,2761.79,4281.4,5359.03,3640.73,6426.78,3318.78,56263.95,37518.64,-18814.56,-0.4229,-27814.31,-37559.87,-37559.87,-0.8442,89243.09,0.2696,0.4154,563.17
2026-02-01,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,At Risk,59,166,47953.42,241467.52,47953.42,47953.42,44986.47,32130.83,19362.96,12767.87,0.3974,18973.85,28472.31,4945.44,5941.98,7311.74,7175.93,6572.04,2172.86,81566.13,58333.57,-45565.7,-1.4181,-60053.36,-68798.26,-68798.26,-2.1412,146798.65,0.5905,0.8861,544.59
2026-02-01,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,High Profit,65,286,80780.29,395316.27,80780.29,80780.29,78782.16,59068.53,35907.63,23160.9,0.3921,7197.18,9694.41,1727.41,1874.38,2861.66,1939.78,3050.49,2689.96,31035.26,20493.38,2667.52,0.0452,-2133.92,-7874.36,-7874.36,-0.1333,52265.41,0.1218,0.1641,908.75
2026-02-01,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,High Profit,59,331,88993.62,445638.61,88993.62,88993.62,84280.84,65777.59,41665.13,24112.46,0.3666,10343.01,17471.53,3086.82,3656.64,4226.05,5015.63,5512.06,1319.53,50631.27,34558.01,-10445.55,-0.1588,-19687.22,-26518.81,-26518.81,-0.4032,94272.52,0.1572,0.2656,1114.87
2026-02-01,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,Stable,35,241,71847.05,376045.7,71847.05,71847.05,68998.44,46860.32,26660.98,20199.34,0.4311,10712.23,12539.42,2255.47,3813.11,5397.73,3845.16,3678.18,1234.86,43476.15,29320.22,-9120.88,-0.1946,-18363.78,-23276.81,-23276.81,-0.4967,68019.79,0.2286,0.2676,1338.87
2026-02-01,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,At Risk,57,179,50169.82,257368.74,50169.82,50169.82,47939.77,38256.98,24298.7,13958.28,0.3649,21849.7,32298.45,4933.58,8150.93,10787.27,6980.45,13743.2,2913.67,101657.26,67232.66,-53274.38,-1.3925,-71042.1,-87698.98,-87698.98,-2.2924,184271.89,0.5711,0.8442,671.18
2026-03-01,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,High Profit,73,427,114893.03,578374.33,114893.03,114893.03,108928.07,78780.61,47968.56,30812.05,0.3911,9913.89,15142.39,1819.15,3587.78,4445.96,3271.59,3787.91,1165.24,43133.93,30463.22,348.83,0.0044,-7368.73,-12321.88,-12321.88,-0.1564,77888.72,0.1258,0.1922,1079.19
2026-03-01,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,Stable,84,255,69896.91,348828.65,69896.91,69896.91,67150.16,52983.91,32077.62,20906.29,0.3946,8445.6,11780.52,2503.46,3536.88,3365.43,2431.88,3705.35,1569.45,37338.55,26266.45,-5360.16,-0.1012,-11157.46,-16432.26,-16432.26,-0.3101,66568.44,0.1594,0.2223,630.76
2026-03-01,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,At Risk,100,169,45181.72,240280.11,45181.72,45181.72,44467.81,33497.62,20905.31,12592.31,0.3759,16900.61,22070.99,4737.46,3778.39,8804.07,6619.0,7243.77,1952.73,72107.02,47487.45,-34895.14,-1.0417,-50318.21,-59514.71,-59514.71,-1.7767,126324.44,0.5045,0.6589,334.98
2026-03-01,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,Stable,34,229,49050.16,288788.42,49050.16,49050.16,46795.1,36281.99,26607.36,9674.63,0.2667,11612.72,15227.24,3480.56,4555.32,5964.36,3068.26,7176.67,1501.04,52586.15,34875.83,-25201.2,-0.6946,-34233.82,-42911.52,-42911.52,-1.1827,130792.03,0.3201,0.4197,1067.12
2026-03-01,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,At Risk,45,243,69921.38,344798.6,69921.38,69921.38,68556.19,50231.16,30531.16,19700.0,0.3922,24002.3,31730.57,7399.72,5898.4,7861.33,8021.4,10789.32,2850.88,98553.93,69030.99,-49330.99,-0.9821,-65213.73,-78853.93,-78853.93,-1.5698,176015.57,0.4778,0.6317,1116.25
2026-03-01,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,At Risk,77,209,51366.48,260440.09,51366.48,51366.48,49103.37,40996.39,24567.11,16429.28,0.4007,18615.17,28745.54,6990.55,8245.27,9378.01,10849.32,10475.07,2819.91,96118.84,62596.53,-46167.25,-1.1261,-66394.58,-79689.56,-79689.56,-1.9438,156198.67,0.4541,0.7012,532.42
2026-03-01,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,Stable,70,274,70661.6,354205.3,70661.6,70661.6,68028.26,52991.9,32386.56,20605.34,0.3888,15933.2,27027.92,2955.22,5291.48,6198.23,6337.8,7157.07,2028.18,72929.08,51207.81,-30602.47,-0.5775,-43138.5,-52323.74,-52323.74,-0.9874,131693.98,0.3007,0.51,757.03
2026-03-01,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,High Profit,40,323,93990.08,480373.4,93990.08,93990.08,91075.56,65268.72,38156.94,27111.78,0.4154,11030.86,13096.51,2070.28,4188.34,3647.85,3704.58,6412.26,1295.95,45446.63,30385.99,-3274.21,-0.0502,-10626.63,-18334.85,-18334.85,-0.2809,73151.02,0.169,0.2007,1631.72
2026-03-01,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,High Profit,51,302,79737.43,394866.17,79737.43,79737.43,76652.65,58699.6,36417.53,22282.07,0.3796,8069.05,12714.26,1985.61,3155.51,5551.58,4075.65,4592.13,1205.78,41349.56,25924.43,-3642.36,-0.0621,-13269.59,-19067.49,-19067.49,-0.3248,68294.99,0.1375,0.2166,1150.97
2026-03-01,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,Stable,38,299,95646.74,466522.43,95646.74,95646.74,92476.03,73674.63,44004.72,29669.91,0.4027,19682.55,21416.04,5368.33,6807.56,8215.25,5817.44,9073.69,2110.74,78491.59,53274.48,-23604.57,-0.3204,-37637.26,-48821.68,-48821.68,-0.6627,132288.15,0.2672,0.2907,1938.81
2026-03-01,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,At Risk,57,222,59518.3,298647.6,59518.3,59518.3,56886.08,43608.13,27265.65,16342.48,0.3748,13358.8,18236.01,3950.26,4588.78,6778.95,5195.89,5689.75,1504.73,59303.17,40133.85,-23791.37,-0.5456,-35766.21,-42960.69,-42960.69,-0.9852,107092.82,0.3063,0.4182,765.05
2026-03-01,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,High Profit,63,406,106798.61,543528.37,106798.61,106798.61,103136.88,74970.7,47090.16,27880.54,0.3719,15438.61,22662.34,4019.15,4253.19,8590.48,5326.68,8385.47,2022.42,70698.34,46373.29,-18492.75,-0.2467,-32409.91,-42817.8,-42817.8,-0.5711,124697.67,0.2059,0.3023,1190.01
2026-03-01,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,High Profit,49,396,118352.11,585821.8,118352.11,118352.11,113160.21,88073.33,53156.74,34916.59,0.3964,5816.29,8081.77,1207.44,1441.13,2258.43,2037.46,2954.01,693.9,24490.44,16546.63,18369.96,0.2086,14074.06,10426.15,10426.15,0.1184,41737.09,0.066,0.0918,1797.41
2026-03-01,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,Stable,39,226,67766.2,323440.37,67766.2,67766.2,64753.99,49891.76,29264.67,20627.09,0.4134,19449.32,26952.34,5521.14,7111.46,6687.03,6931.79,7284.38,2300.94,82238.42,59034.27,-38407.18,-0.7698,-52026.0,-61611.33,-61611.33,-1.2349,142789.1,0.3898,0.5402,1279.28
2026-03-01,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,Stable,64,273,70552.84,363068.4,70552.84,70552.84,66901.95,50164.25,31384.99,18779.26,0.3744,10303.1,15229.86,2392.64,3543.17,3575.62,3875.71,5261.73,1199.62,45381.45,31468.78,-12689.52,-0.253,-20140.84,-26602.19,-26602.19,-0.5303,84061.23,0.2054,0.3036,783.82
2026-03-01,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,High Profit,74,407,107392.79,522324.57,107392.79,107392.79,103330.14,78943.34,46023.1,32920.24,0.417,11685.93,20471.97,4098.73,3336.04,6018.16,6829.91,5963.65,1848.48,60252.86,39592.66,-6672.42,-0.0845,-19520.49,-27332.62,-27332.62,-0.3462,94943.93,0.148,0.2593,1066.8
2026-03-01,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,Stable,37,258,63310.09,309615.06,63310.09,63310.09,60939.85,48107.92,28856.99,19250.93,0.4002,20364.83,28011.18,4097.38,6023.31,8838.52,6002.14,10661.39,10127.64,94126.39,58496.7,-39245.77,-0.8158,-54086.43,-74875.46,-74875.46,-1.5564,146182.8,0.4233,0.5823,1300.21
2026-03-01,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,High Profit,58,306,76378.01,387291.68,76378.01,76378.01,71880.08,55719.85,34758.27,20961.58,0.3762,15391.09,20272.87,3439.9,5293.23,5415.33,7134.48,7759.36,1813.18,66519.42,44397.09,-23435.51,-0.4206,-35985.31,-45557.84,-45557.84,-0.8176,118015.87,0.2762,0.3638,960.69
2026-03-01,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,At Risk,57,187,47872.5,227112.48,47872.5,47872.5,46601.11,37420.9,21179.42,16241.48,0.434,13861.31,21335.35,3290.28,3376.4,7798.01,6001.36,5681.18,1896.9,63240.78,41863.33,-25621.85,-0.6847,-39421.22,-46999.3,-46999.3,-1.256,96454.48,0.3704,0.5701,656.51
2026-03-01,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,High Profit,107,337,112115.57,549177.76,112115.57,112115.57,105432.21,85465.77,53072.18,32393.59,0.379,12527.69,17449.27,3407.93,4956.84,6554.68,6388.11,7817.27,2107.52,61209.31,38341.73,-5948.14,-0.0696,-18890.93,-28815.72,-28815.72,-0.3372,101159.08,0.1466,0.2042,798.75
2026-03-01,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,High Profit,35,358,83912.99,489782.49,83912.99,83912.99,78817.97,59165.79,43095.98,16069.81,0.2716,13109.71,18334.92,2238.93,4591.47,5682.2,5141.41,6283.35,1464.39,56846.38,38275.03,-22205.22,-0.3753,-33028.83,-40776.57,-40776.57,-0.6892,140920.93,0.2216,0.3099,1690.45
2026-03-01,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,At Risk,70,209,59658.47,304690.55,59658.47,59658.47,58467.04,44899.16,28229.53,16669.63,0.3713,9927.28,15492.88,2046.35,3450.48,3531.78,3725.5,5818.37,1314.24,45306.87,30916.98,-14247.35,-0.3173,-21504.64,-28637.24,-28637.24,-0.6378,83273.99,0.2211,0.3451,641.42
2026-03-01,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,Stable,59,341,93931.61,462182.5,93931.61,93931.61,88272.79,67730.06,41330.55,26399.51,0.3898,6461.52,10378.27,2055.92,2665.26,2966.29,1918.18,3524.04,858.27,30827.76,21560.98,4838.53,0.0714,-45.94,-4428.25,-4428.25,-0.0654,55316.41,0.0954,0.1532,1147.97
2026-03-01,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,Loss Making,54,154,36634.57,189126.43,36634.57,36634.57,34897.4,27561.19,17546.2,10014.99,0.3634,21797.6,37189.24,4756.86,10365.55,10808.3,8472.61,13770.28,4470.95,111631.4,74109.26,-64094.27,-2.3255,-83375.18,-101616.41,-101616.41,-3.6869,203948.21,0.7909,1.3493,510.39
2026-03-01,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,Stable,74,279,73063.08,352772.52,73063.08,73063.08,69308.8,54872.44,31471.9,23400.54,0.4265,12582.54,14794.39,3897.12,4387.21,6044.37,5403.88,4265.68,1469.65,52844.84,35661.26,-12260.72,-0.2234,-23708.97,-29444.3,-29444.3,-0.5366,83622.88,0.2293,0.2696,741.52
2026-03-01,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,High Profit,51,389,113336.75,549296.57,113336.75,113336.75,108525.34,77987.04,44769.83,33217.21,0.4259,8988.27,14238.02,1880.67,3521.01,5043.39,3391.09,5632.75,3992.05,46687.26,28627.97,4589.24,0.0588,-3845.25,-13470.05,-13470.05,-0.1727,67212.47,0.1153,0.1826,1529.16
2026-03-01,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,Loss Making,38,109,32911.38,162786.38,32911.38,32911.38,31609.33,23444.52,12738.6,10705.92,0.4566,20542.82,39465.96,7585.91,8290.9,11500.49,6160.07,12492.45,3008.77,109047.35,75885.58,-65179.66,-2.7802,-82840.21,-98341.43,-98341.43,-4.1946,166179.17,0.8762,1.6834,616.96
2026-03-01,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,At Risk,51,182,42480.75,222219.36,42480.75,42480.75,41163.54,27923.66,17436.29,10487.37,0.3756,24021.88,31676.24,4696.01,6349.55,10754.35,10439.08,9159.93,2758.3,99855.32,66743.67,-56256.3,-2.0146,-77449.73,-89367.95,-89367.95,-3.2004,177711.64,0.8603,1.1344,547.52
2026-03-01,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,Stable,51,250,68211.95,349633.05,68211.95,68211.95,65277.22,51301.13,32263.89,19037.24,0.3711,13746.01,17115.39,4233.58,3171.38,6810.46,4941.33,6831.49,1667.1,58516.74,38266.36,-19229.12,-0.3748,-30980.91,-39479.5,-39479.5,-0.7696,103119.33,0.2679,0.3336,1005.9
2026-03-01,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,At Risk,55,235,63162.34,331011.79,63162.34,63162.34,59591.53,45214.65,28901.68,16312.97,0.3608,8363.11,15493.51,3343.02,4197.0,5998.44,4168.0,5569.15,1319.53,48451.76,31396.64,-15083.67,-0.3336,-25250.11,-32138.79,-32138.79,-0.7108,87022.05,0.185,0.3427,822.08
2026-03-01,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,At Risk,73,208,57866.58,288518.71,57866.58,57866.58,55404.49,37844.47,22257.53,15586.94,0.4119,20656.9,28839.17,4670.75,8344.02,13132.28,9060.02,12805.24,2943.65,100452.03,62510.84,-46923.9,-1.2399,-69116.2,-84865.09,-84865.09,-2.2425,151773.83,0.5458,0.762,518.42
2026-03-01,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,Stable,46,241,62407.02,313845.2,62407.02,62407.02,59983.96,44937.2,26902.66,18034.54,0.4013,6758.85,9674.3,1810.86,2021.57,2645.11,1885.63,2648.11,2574.21,30018.64,20265.59,-2231.05,-0.0496,-6761.78,-11984.1,-11984.1,-0.2667,50496.36,0.1504,0.2153,976.9
2026-03-01,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,At Risk,77,232,68094.21,343900.45,68094.21,68094.21,66539.34,46698.4,26442.55,20255.85,0.4338,16401.69,27552.8,6205.64,5346.39,6999.77,4819.76,7803.86,2468.73,77598.64,55506.52,-35250.67,-0.7549,-47070.2,-57342.79,-57342.79,-1.2279,127966.28,0.3512,0.59,606.47
2026-03-01,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,High Profit,99,375,99580.11,509461.16,99580.11,99580.11,95394.7,73355.58,46675.64,26679.94,0.3637,6022.55,11482.99,1745.48,2112.43,3599.53,2232.59,4244.25,944.06,32383.88,21363.45,5316.49,0.0725,-515.63,-5703.94,-5703.94,-0.0778,58738.09,0.0821,0.1565,740.97
2026-03-01,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,At Risk,22,198,42583.27,266334.33,42583.27,42583.27,40907.1,29538.3,21250.58,8287.72,0.2806,23532.53,39419.3,6564.38,7551.9,9681.88,6613.04,10744.13,3008.08,107115.25,77068.11,-68780.39,-2.3285,-85075.32,-98827.53,-98827.53,-3.3457,274678.79,0.7967,1.3345,1342.65
2026-03-01,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,Stable,68,267,64324.2,326895.68,64324.2,64324.2,61712.48,45084.37,26825.45,18258.92,0.405,15943.41,20809.94,3931.7,5407.52,7417.31,8108.57,8881.68,2142.55,72642.68,46092.57,-27833.65,-0.6174,-43359.53,-54383.76,-54383.76,-1.2063,113810.38,0.3536,0.4616,663.01
2026-03-01,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,At Risk,58,195,47473.01,245636.27,47473.01,47473.01,45630.93,34078.05,20053.6,14024.45,0.4115,14746.54,21846.29,5752.17,4894.13,9324.61,7379.15,7540.23,3681.81,75164.93,47239.12,-33214.67,-0.9747,-49918.44,-61140.48,-61140.48,-1.7941,114786.47,0.4327,0.6411,587.55
2026-03-01,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,High Profit,72,347,100873.49,509114.38,100873.49,100873.49,98683.75,70673.2,41511.21,29161.99,0.4126,14570.4,21758.32,3253.09,6182.54,8171.28,5405.79,6897.06,1974.22,68212.7,45764.35,-16602.36,-0.2349,-30179.43,-39050.71,-39050.71,-0.5526,110908.51,0.2062,0.3079,981.57
2026-03-01,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,Stable,31,292,68805.57,397316.57,68805.57,68805.57,66043.99,47997.41,32391.81,15605.6,0.3251,17235.25,32548.73,5233.33,6745.24,10613.89,6746.74,7725.92,2449.01,89298.1,61762.54,-46156.94,-0.9617,-63517.57,-73692.5,-73692.5,-1.5353,189960.13,0.3591,0.6781,1548.3
2026-03-01,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,High Profit,95,406,102075.24,525835.41,102075.24,102075.24,98413.23,73929.01,44337.39,29591.62,0.4003,9258.59,18301.3,3408.7,2589.48,4125.2,5807.32,4144.71,2566.79,50202.09,33558.06,-3966.44,-0.0537,-13898.96,-20610.47,-20610.47,-0.2788,83838.4,0.1252,0.2476,778.2
2026-03-01,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,Loss Making,42,153,36940.55,188845.99,36940.55,36940.55,35264.89,24021.45,14725.21,9296.24,0.387,14775.22,28773.3,3511.01,6838.1,7003.87,7201.21,8227.51,2229.73,78559.95,53897.63,-44601.39,-1.8567,-58806.46,-69263.71,-69263.71,-2.8834,139271.27,0.6151,1.1978,571.94
2026-03-01,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,High Profit,51,338,91902.25,473046.67,91902.25,91902.25,87881.32,67823.26,39711.24,28112.02,0.4145,10281.9,18030.07,2474.87,3438.32,6351.01,3521.92,6210.86,3171.25,53480.2,34225.15,-6113.13,-0.0901,-15986.07,-25368.18,-25368.18,-0.374,82571.85,0.1516,0.2658,1329.87
2026-03-01,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,Stable,51,294,81605.66,418935.66,81605.66,81605.66,78024.45,53738.08,32184.28,21553.8,0.4011,7160.96,12428.21,1844.94,2690.32,3088.67,3860.62,3846.62,1043.72,35964.07,24124.44,-2570.64,-0.0478,-9519.93,-14410.27,-14410.27,-0.2682,60147.21,0.1333,0.2313,1053.69
2026-03-01,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,High Profit,58,302,78153.53,406617.22,78153.53,78153.53,73117.15,54964.22,33358.35,21605.87,0.3931,10294.85,12901.87,1978.4,2479.26,3630.64,2784.21,5760.66,1155.44,40985.32,27654.37,-6048.5,-0.11,-12463.35,-19379.45,-19379.45,-0.3526,70351.3,0.1873,0.2347,947.66
2026-03-01,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,Stable,56,286,78215.88,394642.57,78215.88,78215.88,74217.87,51551.12,30542.36,21008.76,0.4075,13200.59,25890.1,3205.83,5139.92,9406.75,4662.4,7720.3,2100.35,71326.23,47436.44,-26427.68,-0.5126,-40496.83,-50317.47,-50317.47,-0.9761,116399.14,0.2561,0.5022,920.56
2026-03-01,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,High Profit,36,330,87204.73,426965.58,87204.73,87204.73,84674.77,68867.35,41649.36,27217.99,0.3952,8068.22,13040.08,2396.66,2279.96,4320.31,2970.08,6092.67,4370.79,43538.77,25784.92,1433.07,0.0208,-5857.32,-16320.78,-16320.78,-0.237,65241.37,0.1172,0.1894,1912.98
2026-03-01,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,Stable,67,272,80260.91,389596.38,80260.91,80260.91,76609.79,59160.47,36635.93,22524.54,0.3807,13182.61,25714.18,4278.29,6481.59,7051.61,7126.11,9360.31,2032.24,75226.94,49656.67,-27132.13,-0.4586,-41309.86,-52702.4,-52702.4,-0.8908,130422.74,0.2228,0.4347,882.99
2026-03-01,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,Stable,45,264,65170.44,334633.02,65170.44,65170.44,63088.75,47504.39,30223.45,17280.94,0.3638,19651.42,24139.98,3996.61,3785.49,8743.11,5675.99,7091.09,2209.32,75293.02,51573.5,-34292.56,-0.7219,-48711.67,-58012.08,-58012.08,-1.2212,141772.82,0.4137,0.5082,1055.65
