month,sku,brand_owner,brand,category,business_mode,standard_cost,inbound_freight_rate,packaging_cost_per_unit,handling_cost_per_unit,product_development_cost_per_unit,royalty_rate,royalty_cost_per_unit,landed_cost_per_unit,unit_economic_cost
2026-02-01,SKU00495,External Brand,Nike,Underwear,Consignment,14.96,0.038,2.91,0.89,0.58,0.0,0.0,19.91,19.91
2026-02-01,SKU00496,External Brand,Cole Haan,Performance Apparel,Buyout,67.52,0.0201,0.5,3.22,2.41,0.0,0.0,75.01,75.01
2026-02-01,SKU00497,External Brand,Columbia,Lifestyle Apparel,Buyout,41.97,0.053,4.31,2.92,2.45,0.0,0.0,53.87,53.87
2026-02-01,SKU00498,External Brand,Brooks Brothers,Performance Apparel,Buyout,49.69,0.0298,1.2,3.45,2.35,0.0408,14.93,58.17,73.1
2026-02-01,SKU00499,External Brand,New Balance,Kids Apparel,Buyout,45.8,0.0265,1.11,1.35,0.88,0.0,0.0,50.36,50.36
2026-02-01,SKU00500,External Brand,Hoka,Kids Apparel,Consignment,29.73,0.0219,1.6,1.4,0.09,0.0,0.0,33.47,33.47
2026-03-01,SKU00001,External Brand,Reebok Underwear,Basketball Shoes,Buyout,29.42,0.0687,4.3,2.61,0.5,0.0378,21.89,38.86,60.75
2026-03-01,SKU00002,External Brand,Hoka,Bags,Consignment,23.01,0.0444,2.16,1.9,4.0,0.0,0.0,32.08,32.08
2026-03-01,SKU00003,External Brand,Fila,Bags,Buyout,133.95,0.0452,4.5,1.44,4.0,0.0,0.0,149.96,149.96
2026-03-01,SKU00004,External Brand,Puma,Accessories,Consignment,24.72,0.0532,2.41,1.25,0.59,0.0,0.0,30.29,30.29
2026-03-01,SKU00005,External Brand,Nike,Performance Apparel,Buyout,249.21,0.0595,0.95,1.47,2.19,0.0,0.0,268.67,268.67
2026-03-01,SKU00006,External Brand,Asics,Sportswear,Consignment,2.89,0.022,1.15,0.32,2.08,0.0,0.0,6.51,6.51
2026-03-01,SKU00007,External Brand,On Running,Outdoor Apparel,Buyout,92.42,0.0531,4.16,2.24,0.05,0.0,0.0,103.77,103.77
2026-03-01,SKU00008,External Brand,Brooks Brothers,Yoga Apparel,Consignment,14.98,0.0681,2.46,1.96,2.0,0.0488,16.49,22.42,38.91
2026-03-01,SKU00009,External Brand,Reebok Underwear,Accessories,Consignment,20.35,0.0223,1.9,1.7,2.96,0.0385,16.96,27.36,44.33
2026-03-01,SKU00010,External Brand,Fila,Kids Apparel,Consignment,20.29,0.0491,1.4,0.56,2.96,0.0,0.0,26.21,26.21
2026-03-01,SKU00011,External Brand,Champion,Kids Apparel,Buyout,163.2,0.0263,0.64,2.15,0.18,0.0,0.0,170.46,170.46
2026-03-01,SKU00012,External Brand,Under Armour,Yoga Apparel,Buyout,55.43,0.0548,1.44,1.62,0.81,0.0,0.0,62.34,62.34
2026-03-01,SKU00013,External Brand,Reebok Underwear,Outdoor Apparel,Consignment,109.14,0.0599,1.48,3.0,0.31,0.0749,169.81,120.47,290.28
2026-03-01,SKU00014,External Brand,On Running,Underwear,Consignment,6.51,0.0791,0.95,1.36,3.11,0.0,0.0,12.44,12.44
2026-03-01,SKU00015,Himaxx Own,Brand B,Sportswear,Own Brand,155.12,0.062,1.07,0.84,4.37,0.0,0.0,171.02,171.02
2026-03-01,SKU00016,External Brand,Cole Haan,Underwear,Buyout,30.07,0.0341,3.52,3.09,2.32,0.0,0.0,40.02,40.02
2026-03-01,SKU00017,External Brand,Lululemon,Sportswear,Consignment,13.62,0.0418,1.0,2.54,0.66,0.0,0.0,18.38,18.38
2026-03-01,SKU00018,External Brand,Adidas,Training Shoes,Consignment,30.95,0.0648,3.42,1.07,2.17,0.0,0.0,39.62,39.62
2026-03-01,SKU00019,Himaxx Own,Brand A,Bags,Own Brand,52.57,0.0784,1.77,1.73,3.27,0.0,0.0,63.46,63.46
2026-03-01,SKU00020,External Brand,Salomon,Kids Apparel,Consignment,12.97,0.0382,2.59,1.19,0.85,0.0,0.0,18.1,18.1
2026-03-01,SKU00021,External Brand,The North Face,Outdoor Apparel,Buyout,100.62,0.0205,3.37,1.25,3.1,0.0,0.0,110.4,110.4
2026-03-01,SKU00022,External Brand,Reebok Underwear,Outdoor Apparel,Buyout,282.92,0.0262,4.8,1.1,2.04,0.0362,58.62,298.27,356.89
2026-03-01,SKU00023,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,237.34,0.0285,0.84,1.86,8.1,0.0,0.0,254.91,254.91
2026-03-01,SKU00024,External Brand,Nike,Lifestyle Apparel,Consignment,20.65,0.0297,2.74,0.5,2.86,0.0,0.0,27.36,27.36
2026-03-01,SKU00025,External Brand,Under Armour,Performance Apparel,Consignment,44.55,0.0627,4.49,2.0,3.61,0.0,0.0,57.43,57.43
2026-03-01,SKU00026,Himaxx Own,Brand A,Performance Apparel,Own Brand,240.32,0.0492,3.89,2.1,9.35,0.0,0.0,267.47,267.47
2026-03-01,SKU00027,Himaxx Own,Brand A,Performance Apparel,Own Brand,376.08,0.0404,1.99,2.65,5.48,0.0,0.0,401.4,401.4
2026-03-01,SKU00028,External Brand,Asics,Outdoor Apparel,Buyout,180.83,0.063,3.19,0.31,2.59,0.0,0.0,198.31,198.31
2026-03-01,SKU00029,External Brand,Adidas,Bags,Consignment,13.19,0.0663,4.44,1.81,2.19,0.0,0.0,22.5,22.5
2026-03-01,SKU00030,External Brand,Cole Haan,Basketball Shoes,Consignment,54.62,0.0317,1.15,1.66,2.73,0.0,0.0,61.89,61.89
2026-03-01,SKU00031,Himaxx Own,Brand B,Running Shoes,Own Brand,113.54,0.0593,4.76,2.17,12.43,0.0,0.0,139.61,139.61
2026-03-01,SKU00032,External Brand,Cole Haan,Bags,Consignment,31.26,0.0649,1.02,2.02,2.74,0.0,0.0,39.07,39.07
2026-03-01,SKU00033,External Brand,Lululemon,Outdoor Apparel,Consignment,12.3,0.0739,2.5,2.84,1.59,0.0,0.0,20.14,20.14
2026-03-01,SKU00034,External Brand,Lululemon,Yoga Apparel,Consignment,11.99,0.0213,3.45,1.89,2.65,0.0,0.0,20.23,20.23
2026-03-01,SKU00035,External Brand,Reebok Underwear,Performance Apparel,Buyout,105.76,0.0477,3.8,1.06,2.7,0.0667,43.47,118.36,161.82
2026-03-01,SKU00036,Himaxx Own,Brand A,Performance Apparel,Own Brand,258.65,0.0374,3.86,1.49,3.25,0.0,0.0,276.92,276.92
2026-03-01,SKU00037,External Brand,Reebok Underwear,Yoga Apparel,Buyout,88.29,0.0672,4.3,2.39,2.06,0.0437,36.36,102.98,139.33
2026-03-01,SKU00038,External Brand,Lululemon,Training Shoes,Consignment,12.84,0.0299,4.51,2.4,1.08,0.0,0.0,21.21,21.21
2026-03-01,SKU00039,Himaxx Own,Brand B,Yoga Apparel,Own Brand,47.01,0.045,0.77,2.23,8.7,0.0,0.0,60.83,60.83
2026-03-01,SKU00040,External Brand,Adidas,Accessories,Consignment,7.66,0.0273,0.92,2.16,3.52,0.0,0.0,14.46,14.46
2026-03-01,SKU00041,External Brand,Adidas,Yoga Apparel,Consignment,48.2,0.0352,3.15,0.34,2.84,0.0,0.0,56.22,56.22
2026-03-01,SKU00042,External Brand,Cole Haan,Performance Apparel,Consignment,63.3,0.0315,3.16,1.58,2.83,0.0,0.0,72.87,72.87
2026-03-01,SKU00043,Himaxx Own,Brand A,Running Shoes,Own Brand,131.33,0.0549,3.16,1.65,10.17,0.0,0.0,153.51,153.51
2026-03-01,SKU00044,External Brand,On Running,Sportswear,Buyout,89.1,0.0604,1.27,3.33,1.38,0.0,0.0,100.46,100.46
2026-03-01,SKU00045,External Brand,On Running,Kids Apparel,Consignment,37.16,0.0566,0.74,0.46,3.18,0.0,0.0,43.64,43.64
2026-03-01,SKU00046,External Brand,Nike,Performance Apparel,Consignment,15.52,0.0273,1.8,1.58,1.28,0.0,0.0,20.61,20.61
2026-03-01,SKU00047,External Brand,On Running,Running Shoes,Consignment,44.24,0.0693,1.04,1.4,0.54,0.0,0.0,50.28,50.28
2026-03-01,SKU00048,External Brand,Adidas,Sportswear,Consignment,27.07,0.0718,2.41,3.35,3.97,0.0,0.0,38.74,38.74
2026-03-01,SKU00049,External Brand,Asics,Bags,Buyout,138.23,0.0722,4.68,2.54,2.36,0.0,0.0,157.79,157.79
2026-03-01,SKU00050,External Brand,Lululemon,Performance Apparel,Consignment,9.38,0.0212,2.65,2.72,0.44,0.0,0.0,15.38,15.38
2026-03-01,SKU00051,External Brand,Salomon,Sportswear,Buyout,30.67,0.0751,4.75,0.43,3.97,0.0,0.0,42.13,42.13
2026-03-01,SKU00052,Himaxx Own,Brand B,Kids Apparel,Own Brand,53.34,0.0319,3.97,2.28,8.4,0.0,0.0,69.7,69.7
2026-03-01,SKU00053,External Brand,Nike,Basketball Shoes,Consignment,31.34,0.0572,4.53,0.51,3.87,0.0,0.0,42.05,42.05
2026-03-01,SKU00054,External Brand,Adidas,Performance Apparel,Consignment,67.74,0.0555,1.51,1.14,1.63,0.0,0.0,75.78,75.78
2026-03-01,SKU00055,External Brand,Adidas,Underwear,Consignment,7.5,0.0729,2.58,1.49,2.49,0.0,0.0,14.61,14.61
2026-03-01,SKU00056,External Brand,New Balance,Underwear,Buyout,18.75,0.0775,2.52,1.62,3.06,0.0,0.0,27.42,27.42
2026-03-01,SKU00057,Himaxx Own,Brand A,Accessories,Own Brand,39.12,0.0213,2.77,0.65,7.01,0.0,0.0,50.38,50.38
2026-03-01,SKU00058,External Brand,Skechers,Basketball Shoes,Consignment,37.48,0.0272,1.27,1.37,2.7,0.0,0.0,43.84,43.84
2026-03-01,SKU00059,External Brand,Columbia,Outdoor Apparel,Buyout,108.78,0.0225,0.62,2.64,0.55,0.0,0.0,115.04,115.04
2026-03-01,SKU00060,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,74.61,0.02,1.29,0.46,9.5,0.0,0.0,87.35,87.35
2026-03-01,SKU00061,External Brand,Brooks Brothers,Kids Apparel,Consignment,23.92,0.043,3.96,0.78,3.05,0.0711,40.05,32.74,72.79
2026-03-01,SKU00062,External Brand,Salomon,Training Shoes,Consignment,36.34,0.0382,3.19,1.19,3.97,0.0,0.0,46.07,46.07
2026-03-01,SKU00063,External Brand,Puma,Kids Apparel,Buyout,33.42,0.0404,2.53,3.46,0.17,0.0,0.0,40.93,40.93
2026-03-01,SKU00064,External Brand,Reebok Underwear,Training Shoes,Buyout,170.14,0.0743,3.22,0.53,1.95,0.043,63.08,188.47,251.56
2026-03-01,SKU00065,External Brand,Asics,Sportswear,Buyout,50.09,0.0562,0.9,2.13,1.84,0.0,0.0,57.77,57.77
2026-03-01,SKU00066,External Brand,Hoka,Yoga Apparel,Buyout,92.96,0.0451,3.4,2.81,3.25,0.0,0.0,106.62,106.62
2026-03-01,SKU00067,External Brand,Cole Haan,Performance Apparel,Buyout,263.02,0.0752,4.74,2.06,2.26,0.0,0.0,291.85,291.85
2026-03-01,SKU00068,Himaxx Own,Brand B,Yoga Apparel,Own Brand,93.98,0.0511,2.26,0.77,10.68,0.0,0.0,112.49,112.49
2026-03-01,SKU00069,External Brand,Under Armour,Bags,Consignment,8.89,0.0568,3.68,0.69,3.79,0.0,0.0,17.55,17.55
2026-03-01,SKU00070,External Brand,Columbia,Bags,Consignment,55.54,0.0307,0.61,2.92,3.62,0.0,0.0,64.4,64.4
2026-03-01,SKU00071,External Brand,Cole Haan,Kids Apparel,Buyout,67.2,0.0254,1.15,1.71,2.29,0.0,0.0,74.05,74.05
2026-03-01,SKU00072,Himaxx Own,Brand B,Training Shoes,Own Brand,119.58,0.0432,4.78,3.43,8.22,0.0,0.0,141.19,141.19
2026-03-01,SKU00073,External Brand,The North Face,Basketball Shoes,Consignment,32.59,0.0789,2.1,0.68,1.62,0.0,0.0,39.57,39.57
2026-03-01,SKU00074,External Brand,Champion,Outdoor Apparel,Buyout,159.47,0.0291,2.39,2.61,1.47,0.0,0.0,170.57,170.57
2026-03-01,SKU00075,External Brand,Skechers,Training Shoes,Consignment,26.9,0.0532,0.64,1.84,2.37,0.0,0.0,33.17,33.17
2026-03-01,SKU00076,External Brand,Asics,Yoga Apparel,Buyout,99.19,0.0655,2.79,2.34,1.02,0.0,0.0,111.83,111.83
2026-03-01,SKU00077,External Brand,Lululemon,Kids Apparel,Buyout,215.24,0.0308,3.7,2.08,2.14,0.0,0.0,229.81,229.81
2026-03-01,SKU00078,External Brand,Champion,Accessories,Buyout,101.76,0.0609,2.35,2.98,0.24,0.0,0.0,113.53,113.53
2026-03-01,SKU00079,External Brand,Cole Haan,Performance Apparel,Buyout,162.99,0.0217,0.61,1.52,3.55,0.0,0.0,172.21,172.21
2026-03-01,SKU00080,External Brand,Nike,Sportswear,Consignment,51.92,0.0725,1.71,0.59,2.35,0.0,0.0,60.34,60.34
2026-03-01,SKU00081,External Brand,Reebok Underwear,Training Shoes,Consignment,30.5,0.0452,0.57,3.44,1.31,0.0358,39.07,37.2,76.27
2026-03-01,SKU00082,Himaxx Own,Brand B,Basketball Shoes,Own Brand,192.17,0.0271,2.86,1.14,6.26,0.0,0.0,207.63,207.63
2026-03-01,SKU00083,External Brand,Adidas,Underwear,Consignment,25.53,0.0517,2.84,0.38,1.33,0.0,0.0,31.39,31.39
2026-03-01,SKU00084,External Brand,Cole Haan,Kids Apparel,Buyout,33.26,0.0388,3.37,0.63,0.46,0.0,0.0,39.01,39.01
2026-03-01,SKU00085,External Brand,Brooks Brothers,Accessories,Buyout,59.63,0.0508,4.43,1.62,3.25,0.0412,18.15,71.96,90.12
2026-03-01,SKU00086,External Brand,Brooks Brothers,Accessories,Buyout,35.21,0.0482,2.46,0.67,1.54,0.0532,18.32,41.58,59.9
2026-03-01,SKU00087,External Brand,The North Face,Underwear,Consignment,20.43,0.0663,1.67,0.7,2.97,0.0,0.0,27.13,27.13
2026-03-01,SKU00088,External Brand,The North Face,Performance Apparel,Buyout,59.15,0.0465,1.69,0.99,0.19,0.0,0.0,64.78,64.78
2026-03-01,SKU00089,External Brand,Puma,Training Shoes,Buyout,174.95,0.0379,3.18,2.14,3.03,0.0,0.0,189.93,189.93
2026-03-01,SKU00090,External Brand,Cole Haan,Sportswear,Buyout,34.23,0.0704,3.87,1.62,2.65,0.0,0.0,44.77,44.77
2026-03-01,SKU00091,Himaxx Own,Brand B,Outdoor Apparel,Own Brand,184.95,0.0785,2.82,0.54,12.35,0.0,0.0,215.19,215.19
2026-03-01,SKU00092,External Brand,Skechers,Accessories,Buyout,48.61,0.0322,0.6,0.57,2.07,0.0,0.0,53.41,53.41
2026-03-01,SKU00093,External Brand,Columbia,Running Shoes,Consignment,25.35,0.0645,4.52,3.09,1.51,0.0,0.0,36.1,36.1
2026-03-01,SKU00094,External Brand,Cole Haan,Training Shoes,Buyout,55.17,0.0538,4.87,1.34,2.14,0.0,0.0,66.48,66.48
2026-03-01,SKU00095,External Brand,Puma,Lifestyle Apparel,Consignment,47.02,0.0632,3.93,0.96,3.15,0.0,0.0,58.03,58.03
2026-03-01,SKU00096,External Brand,Reebok Underwear,Sportswear,Buyout,139.14,0.0247,3.17,2.51,2.57,0.0752,66.37,150.83,217.2
2026-03-01,SKU00097,External Brand,Nike,Lifestyle Apparel,Consignment,26.36,0.0734,2.37,3.17,2.25,0.0,0.0,36.09,36.09
2026-03-01,SKU00098,External Brand,Reebok Underwear,Bags,Consignment,20.45,0.0446,0.68,1.39,1.8,0.0502,78.2,25.23,103.42
2026-03-01,SKU00099,External Brand,Adidas,Bags,Buyout,95.7,0.0733,1.06,1.27,1.28,0.0,0.0,106.32,106.32
2026-03-01,SKU00100,Himaxx Own,Brand B,Underwear,Own Brand,33.17,0.0668,1.44,2.77,10.09,0.0,0.0,49.68,49.68
2026-03-01,SKU00101,Himaxx Own,Brand B,Underwear,Own Brand,21.4,0.0496,3.73,2.05,13.89,0.0,0.0,42.13,42.13
2026-03-01,SKU00102,External Brand,Lululemon,Outdoor Apparel,Consignment,32.27,0.0251,3.2,0.75,2.03,0.0,0.0,39.06,39.06
2026-03-01,SKU00103,External Brand,Puma,Basketball Shoes,Buyout,89.65,0.0311,2.55,3.3,2.69,0.0,0.0,100.99,100.99
2026-03-01,SKU00104,External Brand,The North Face,Outdoor Apparel,Consignment,35.59,0.0663,2.45,1.58,3.7,0.0,0.0,45.68,45.68
2026-03-01,SKU00105,External Brand,Nike,Performance Apparel,Buyout,124.42,0.0323,1.57,0.37,2.18,0.0,0.0,132.56,132.56
2026-03-01,SKU00106,External Brand,Skechers,Training Shoes,Buyout,78.14,0.0601,1.58,2.43,2.16,0.0,0.0,89.01,89.01
2026-03-01,SKU00107,External Brand,New Balance,Kids Apparel,Buyout,59.48,0.0444,2.22,1.2,3.73,0.0,0.0,69.27,69.27
2026-03-01,SKU00108,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,91.78,0.0502,3.0,2.06,6.73,0.0,0.0,108.17,108.17
2026-03-01,SKU00109,External Brand,Brooks Brothers,Sportswear,Buyout,68.03,0.0703,2.77,2.17,1.46,0.0703,37.77,79.21,116.97
2026-03-01,SKU00110,External Brand,Nike,Underwear,Consignment,3.69,0.0786,4.0,2.96,2.21,0.0,0.0,13.14,13.14
2026-03-01,SKU00111,External Brand,Puma,Training Shoes,Buyout,51.31,0.0367,1.06,2.76,0.9,0.0,0.0,57.91,57.91
2026-03-01,SKU00112,External Brand,Nike,Sportswear,Consignment,13.48,0.02,4.85,1.59,1.74,0.0,0.0,21.93,21.93
2026-03-01,SKU00113,External Brand,Patagonia,Kids Apparel,Buyout,170.1,0.05,0.65,1.23,3.57,0.0,0.0,184.05,184.05
2026-03-01,SKU00114,External Brand,Adidas,Performance Apparel,Buyout,40.5,0.0311,1.99,2.46,1.73,0.0,0.0,47.93,47.93
2026-03-01,SKU00115,External Brand,Champion,Lifestyle Apparel,Buyout,53.82,0.0528,4.38,0.53,1.42,0.0,0.0,63.0,63.0
2026-03-01,SKU00116,External Brand,Columbia,Yoga Apparel,Buyout,41.88,0.0659,2.92,1.44,2.67,0.0,0.0,51.66,51.66
2026-03-01,SKU00117,External Brand,Cole Haan,Training Shoes,Buyout,63.59,0.0504,3.72,1.46,3.35,0.0,0.0,75.32,75.32
2026-03-01,SKU00118,External Brand,Hoka,Basketball Shoes,Consignment,38.89,0.073,2.31,1.88,2.78,0.0,0.0,48.7,48.7
2026-03-01,SKU00119,External Brand,Columbia,Yoga Apparel,Buyout,217.22,0.0204,4.19,2.96,2.36,0.0,0.0,231.16,231.16
2026-03-01,SKU00120,External Brand,Skechers,Outdoor Apparel,Buyout,192.14,0.0293,3.3,1.87,1.58,0.0,0.0,204.53,204.53
2026-03-01,SKU00121,External Brand,Brooks Brothers,Yoga Apparel,Consignment,15.53,0.0341,1.66,3.26,3.8,0.0653,65.57,24.78,90.36
2026-03-01,SKU00122,External Brand,Champion,Basketball Shoes,Buyout,139.05,0.0325,4.42,3.38,0.46,0.0,0.0,151.82,151.82
2026-03-01,SKU00123,Himaxx Own,Brand A,Lifestyle Apparel,Own Brand,36.34,0.0293,2.89,1.62,7.25,0.0,0.0,49.16,49.16
2026-03-01,SKU00124,External Brand,Patagonia,Running Shoes,Consignment,48.89,0.0567,3.15,1.97,0.06,0.0,0.0,56.85,56.85
2026-03-01,SKU00125,External Brand,Columbia,Running Shoes,Buyout,117.41,0.0723,4.02,2.2,3.58,0.0,0.0,135.7,135.7
2026-03-01,SKU00126,External Brand,Hoka,Basketball Shoes,Consignment,5.28,0.0452,0.57,1.65,2.46,0.0,0.0,10.2,10.2
2026-03-01,SKU00127,External Brand,Skechers,Kids Apparel,Buyout,115.67,0.0696,3.87,2.59,0.97,0.0,0.0,131.15,131.15
2026-03-01,SKU00128,External Brand,Reebok Underwear,Kids Apparel,Consignment,4.37,0.0321,4.81,2.8,0.49,0.0479,8.01,12.61,20.62
2026-03-01,SKU00129,External Brand,Hoka,Training Shoes,Buyout,86.28,0.0794,3.11,0.39,2.21,0.0,0.0,98.84,98.84
2026-03-01,SKU00130,External Brand,Reebok Underwear,Performance Apparel,Consignment,18.75,0.0625,3.4,2.94,0.33,0.0589,25.44,26.59,52.03
2026-03-01,SKU00131,External Brand,Cole Haan,Lifestyle Apparel,Buyout,160.48,0.0542,3.03,2.69,2.03,0.0,0.0,176.93,176.93
2026-03-01,SKU00132,External Brand,Columbia,Running Shoes,Buyout,110.54,0.0212,2.37,2.6,2.4,0.0,0.0,120.26,120.26
2026-03-01,SKU00133,External Brand,Brooks Brothers,Performance Apparel,Buyout,50.85,0.0702,2.56,1.26,2.3,0.051,30.62,60.55,91.16
2026-03-01,SKU00134,External Brand,Reebok Underwear,Lifestyle Apparel,Buyout,60.41,0.0495,2.61,3.11,3.35,0.0399,32.97,72.47,105.45
2026-03-01,SKU00135,Himaxx Own,Brand A,Sportswear,Own Brand,56.76,0.0477,2.4,3.23,9.89,0.0,0.0,75.0,75.0
2026-03-01,SKU00136,External Brand,Patagonia,Sportswear,Buyout,129.22,0.0372,4.45,2.27,0.55,0.0,0.0,141.3,141.3
2026-03-01,SKU00137,External Brand,Nike,Running Shoes,Buyout,210.07,0.0759,3.26,2.36,3.8,0.0,0.0,235.43,235.43
2026-03-01,SKU00138,External Brand,Columbia,Bags,Consignment,13.37,0.0584,4.75,3.26,3.07,0.0,0.0,25.23,25.23
2026-03-01,SKU00139,External Brand,Reebok Underwear,Basketball Shoes,Consignment,41.48,0.034,1.66,2.67,0.31,0.038,46.07,47.53,93.6
2026-03-01,SKU00140,External Brand,Under Armour,Running Shoes,Consignment,27.56,0.0678,1.75,0.57,0.38,0.0,0.0,32.13,32.13
2026-03-01,SKU00141,External Brand,Under Armour,Training Shoes,Consignment,15.02,0.08,4.44,2.44,0.74,0.0,0.0,23.84,23.84
2026-03-01,SKU00142,Himaxx Own,Brand B,Basketball Shoes,Own Brand,95.86,0.0732,2.22,3.43,5.9,0.0,0.0,114.42,114.42
2026-03-01,SKU00143,External Brand,Brooks Brothers,Kids Apparel,Consignment,21.58,0.0259,4.0,1.97,0.81,0.0312,14.14,28.92,43.06
2026-03-01,SKU00144,External Brand,New Balance,Outdoor Apparel,Buyout,76.38,0.0602,1.78,3.2,3.32,0.0,0.0,89.28,89.28
2026-03-01,SKU00145,Himaxx Own,Brand A,Running Shoes,Own Brand,257.58,0.0212,0.98,1.86,12.31,0.0,0.0,278.21,278.21
2026-03-01,SKU00146,External Brand,Fila,Outdoor Apparel,Buyout,149.69,0.055,4.65,1.52,0.36,0.0,0.0,164.46,164.46
2026-03-01,SKU00147,External Brand,Asics,Underwear,Buyout,36.72,0.0371,2.15,0.56,0.64,0.0,0.0,41.44,41.44
2026-03-01,SKU00148,External Brand,Brooks Brothers,Training Shoes,Buyout,99.62,0.0789,4.77,2.38,0.09,0.0582,68.89,114.72,183.6
2026-03-01,SKU00149,External Brand,Cole Haan,Sportswear,Buyout,57.6,0.0587,2.97,0.56,1.12,0.0,0.0,65.64,65.64
2026-03-01,SKU00150,External Brand,Columbia,Lifestyle Apparel,Buyout,102.96,0.0515,3.4,0.82,2.4,0.0,0.0,114.88,114.88
2026-03-01,SKU00151,External Brand,Champion,Performance Apparel,Consignment,31.7,0.0371,0.55,0.59,2.94,0.0,0.0,36.95,36.95
2026-03-01,SKU00152,Himaxx Own,Brand A,Performance Apparel,Own Brand,170.27,0.075,1.23,0.87,9.42,0.0,0.0,194.57,194.57
2026-03-01,SKU00153,Himaxx Own,Brand B,Sportswear,Own Brand,183.74,0.0516,0.79,0.45,12.28,0.0,0.0,206.74,206.74
2026-03-01,SKU00154,Himaxx Own,Brand A,Underwear,Own Brand,64.1,0.0597,2.93,3.25,12.81,0.0,0.0,86.91,86.91
2026-03-01,SKU00155,Himaxx Own,Brand A,Outdoor Apparel,Own Brand,403.89,0.0382,4.44,2.79,4.94,0.0,0.0,431.49,431.49
2026-03-01,SKU00156,External Brand,The North Face,Lifestyle Apparel,Buyout,81.1,0.0403,4.72,1.69,2.45,0.0,0.0,93.23,93.23
2026-03-01,SKU00157,Himaxx Own,Brand A,Accessories,Own Brand,77.11,0.0729,1.33,1.62,7.95,0.0,0.0,93.63,93.63
2026-03-01,SKU00158,External Brand,Cole Haan,Bags,Buyout,84.22,0.073,2.54,2.89,2.83,0.0,0.0,98.62,98.62
2026-03-01,SKU00159,External Brand,Lululemon,Training Shoes,Consignment,69.18,0.0662,3.64,1.86,1.3,0.0,0.0,80.57,80.57
2026-03-01,SKU00160,External Brand,Champion,Bags,Consignment,16.41,0.0773,2.06,3.22,0.2,0.0,0.0,23.15,23.15
2026-03-01,SKU00161,External Brand,New Balance,Outdoor Apparel,Consignment,9.86,0.0366,2.81,2.17,0.59,0.0,0.0,15.79,15.79
2026-03-01,SKU00162,External Brand,Champion,Underwear,Buyout,31.56,0.0335,2.26,2.27,1.74,0.0,0.0,38.89,38.89
2026-03-01,SKU00163,External Brand,Adidas,Outdoor Apparel,Consignment,75.54,0.043,1.26,3.06,0.64,0.0,0.0,83.75,83.75
2026-03-01,SKU00164,External Brand,Adidas,Underwear,Buyout,91.52,0.031,4.53,2.46,1.0,0.0,0.0,102.34,102.34
2026-03-01,SKU00165,Himaxx Own,Brand B,Underwear,Own Brand,110.38,0.0345,3.13,2.29,13.42,0.0,0.0,133.03,133.03
2026-03-01,SKU00166,External Brand,Brooks Brothers,Underwear,Buyout,16.27,0.0721,1.24,1.2,1.25,0.0345,6.21,21.14,27.35
2026-03-01,SKU00167,Himaxx Own,Brand B,Yoga Apparel,Own Brand,208.97,0.0242,3.66,0.55,4.4,0.0,0.0,222.64,222.64
2026-03-01,SKU00168,External Brand,Cole Haan,Sportswear,Buyout,12.19,0.0787,1.07,1.04,2.29,0.0,0.0,17.55,17.55
2026-03-01,SKU00169,Himaxx Own,Brand A,Basketball Shoes,Own Brand,75.32,0.0754,0.89,1.52,3.62,0.0,0.0,87.03,87.03
2026-03-01,SKU00170,External Brand,Nike,Lifestyle Apparel,Buyout,101.36,0.0278,2.74,2.29,1.08,0.0,0.0,110.29,110.29
2026-03-01,SKU00171,External Brand,Brooks Brothers,Sportswear,Consignment,5.27,0.0375,4.2,1.44,2.12,0.0577,25.69,13.23,38.92
2026-03-01,SKU00172,External Brand,Nike,Running Shoes,Consignment,38.06,0.0253,2.22,0.65,1.66,0.0,0.0,43.55,43.55
2026-03-01,SKU00173,External Brand,Champion,Bags,Buyout,31.87,0.0379,1.83,1.63,0.12,0.0,0.0,36.66,36.66
2026-03-01,SKU00174,External Brand,Nike,Yoga Apparel,Consignment,9.97,0.0681,3.32,0.38,2.26,0.0,0.0,16.61,16.61
2026-03-01,SKU00175,External Brand,Under Armour,Sportswear,Consignment,4.06,0.0414,1.81,2.03,1.13,0.0,0.0,9.19,9.19
2026-03-01,SKU00176,External Brand,Salomon,Underwear,Buyout,118.2,0.0672,4.29,2.67,2.09,0.0,0.0,135.2,135.2
2026-03-01,SKU00177,External Brand,Brooks Brothers,Lifestyle Apparel,Buyout,87.57,0.0418,0.96,0.93,3.93,0.0632,57.95,97.06,155.01
2026-03-01,SKU00178,External Brand,Puma,Training Shoes,Buyout,161.82,0.0513,0.86,1.8,3.68,0.0,0.0,176.47,176.47
2026-03-01,SKU00179,External Brand,Brooks Brothers,Kids Apparel,Buyout,18.62,0.0372,1.8,2.46,0.3,0.0505,11.59,23.87,35.46
2026-03-01,SKU00180,External Brand,Skechers,Underwear,Consignment,25.63,0.0376,0.87,2.87,1.63,0.0,0.0,31.97,31.97
2026-03-01,SKU00181,Himaxx Own,Brand A,Training Shoes,Own Brand,283.92,0.0708,3.78,0.68,14.76,0.0,0.0,323.25,323.25
2026-03-01,SKU00182,External Brand,The North Face,Basketball Shoes,Buyout,260.54,0.0557,4.36,2.34,0.2,0.0,0.0,281.95,281.95
