date,store_id,channel,store_format,region,city,traffic,member_uv,new_member_uv,returning_member_uv,assisted_visits,try_on_count,orders,buyers,gross_units,gmv,recognized_revenue,traffic_to_order_cvr,member_cvr,try_on_cvr,upt,aur
2026-03-06,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,397,243,67,176,119,32,5,5,7,1108.61,840.2,0.0126,0.0206,0.1562,1.4,158.37
2026-03-06,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,307,113,12,101,99,42,7,7,11,1768.22,1097.91,0.0228,0.0619,0.1667,1.5714,160.75
2026-03-06,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,288,106,31,75,161,65,4,4,6,659.87,418.46,0.0139,0.0377,0.0615,1.5,109.98
2026-03-06,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,373,194,48,146,160,42,9,9,10,1272.03,979.88,0.0241,0.0464,0.2143,1.1111,127.2
2026-03-06,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,197,109,27,82,90,37,6,6,12,1987.27,1459.38,0.0305,0.055,0.1622,2.0,165.61
2026-03-06,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,102,62,14,48,38,12,11,11,19,4503.79,3182.09,0.1078,0.1774,0.9167,1.7273,237.04
2026-03-06,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,359,157,34,123,99,42,5,5,9,1963.61,1559.33,0.0139,0.0318,0.119,1.8,218.18
2026-03-06,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,228,144,44,100,125,33,7,7,17,3416.21,2910.74,0.0307,0.0486,0.2121,2.4286,200.95
2026-03-06,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,143,69,20,49,72,17,9,9,17,3592.49,2796.29,0.0629,0.1304,0.5294,1.8889,211.32
2026-03-06,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,106,60,18,42,61,12,9,9,16,2365.58,1793.26,0.0849,0.15,0.75,1.7778,147.85
2026-03-06,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,307,101,26,75,97,31,13,13,23,4198.96,3884.55,0.0423,0.1287,0.4194,1.7692,182.56
2026-03-06,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,255,99,21,78,118,42,5,5,5,865.57,565.11,0.0196,0.0505,0.119,1.0,173.11
2026-03-06,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,326,142,24,118,84,37,9,9,12,2194.93,766.26,0.0276,0.0634,0.2432,1.3333,182.91
2026-03-06,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,378,238,81,157,237,101,5,5,6,727.78,550.48,0.0132,0.021,0.0495,1.2,121.3
2026-03-06,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,197,107,16,91,121,28,9,9,12,1445.12,1107.91,0.0457,0.0841,0.3214,1.3333,120.43
2026-03-06,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,237,97,24,73,85,45,10,10,20,4583.93,3547.26,0.0422,0.1031,0.2222,2.0,229.2
2026-03-06,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,401,182,24,158,135,54,8,8,13,2763.77,2285.35,0.02,0.044,0.1481,1.625,212.6
2026-03-06,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,376,180,18,162,177,63,7,7,11,1091.01,506.92,0.0186,0.0389,0.1111,1.5714,99.18
2026-03-07,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,239,115,37,78,109,55,14,14,21,3995.17,2222.92,0.0586,0.1217,0.2545,1.5,190.25
2026-03-07,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,161,87,16,71,82,37,10,10,12,2123.22,1615.97,0.0621,0.1149,0.2703,1.2,176.94
2026-03-07,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,309,183,48,135,114,35,7,7,9,1634.64,1048.17,0.0227,0.0383,0.2,1.2857,181.63
2026-03-07,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,302,92,10,82,133,60,9,9,13,1586.81,1365.32,0.0298,0.0978,0.15,1.4444,122.06
2026-03-07,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,108,39,10,29,51,21,4,4,6,669.27,337.33,0.037,0.1026,0.1905,1.5,111.55
2026-03-07,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,157,72,19,53,80,43,10,10,10,1579.32,1321.58,0.0637,0.1389,0.2326,1.0,157.93
2026-03-07,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,389,193,58,135,107,52,9,9,10,1291.8,1047.62,0.0231,0.0466,0.1731,1.1111,129.18
2026-03-07,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,377,194,59,135,223,99,11,11,27,5680.59,3830.15,0.0292,0.0567,0.1111,2.4545,210.39
2026-03-07,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,105,45,8,37,56,24,7,7,12,1957.94,1271.56,0.0667,0.1556,0.2917,1.7143,163.16
2026-03-07,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,374,192,20,172,191,78,10,10,17,2694.64,2469.21,0.0267,0.0521,0.1282,1.7,158.51
2026-03-07,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,235,94,11,83,59,22,7,7,11,1439.69,1076.85,0.0298,0.0745,0.3182,1.5714,130.88
2026-03-07,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,237,95,14,81,128,64,18,18,26,5990.77,4654.27,0.0759,0.1895,0.2812,1.4444,230.41
2026-03-07,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,131,78,14,64,35,17,11,11,24,6085.88,5794.26,0.084,0.141,0.6471,2.1818,253.58
2026-03-07,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,347,114,31,83,116,42,11,11,18,3051.98,1963.39,0.0317,0.0965,0.2619,1.6364,169.55
2026-03-07,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,289,170,17,153,72,33,9,9,12,1457.26,882.63,0.0311,0.0529,0.2727,1.3333,121.44
2026-03-07,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,405,201,47,154,165,90,12,12,16,3882.71,1941.75,0.0296,0.0597,0.1333,1.3333,242.67
2026-03-07,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,245,109,16,93,154,61,9,9,11,1881.38,1413.6,0.0367,0.0826,0.1475,1.2222,171.03
2026-03-07,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,197,117,27,90,66,21,16,16,21,2853.68,1729.02,0.0812,0.1368,0.7619,1.3125,135.89
2026-03-07,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,354,135,18,117,227,76,5,5,6,903.68,903.68,0.0141,0.037,0.0658,1.2,150.61
2026-03-07,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,281,99,33,66,174,95,12,12,23,4826.64,3401.53,0.0427,0.1212,0.1263,1.9167,209.85
2026-03-07,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,155,80,20,60,87,25,15,15,23,2440.71,1772.13,0.0968,0.1875,0.6,1.5333,106.12
2026-03-07,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,361,140,29,111,106,28,5,5,10,3252.78,3095.99,0.0139,0.0357,0.1786,2.0,325.28
2026-03-07,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,254,153,17,136,100,52,15,15,20,3534.08,2916.43,0.0591,0.098,0.2885,1.3333,176.7
2026-03-07,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,189,112,14,98,120,52,6,6,12,1296.82,1043.49,0.0317,0.0536,0.1154,2.0,108.07
2026-03-07,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,322,170,56,114,99,34,6,6,7,2038.22,777.33,0.0186,0.0353,0.1765,1.1667,291.17
2026-03-07,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,149,49,17,32,46,18,15,15,25,5626.05,3306.3,0.1007,0.3061,0.8333,1.6667,225.04
2026-03-07,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,192,66,8,58,97,24,7,7,11,2571.91,1339.9,0.0365,0.1061,0.2917,1.5714,233.81
2026-03-07,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,126,77,18,59,56,23,9,9,17,2450.64,1844.87,0.0714,0.1169,0.3913,1.8889,144.16
2026-03-07,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,227,124,21,103,58,26,3,3,3,274.93,187.86,0.0132,0.0242,0.1154,1.0,91.64
2026-03-07,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,353,170,59,111,110,29,9,9,10,1932.89,1399.86,0.0255,0.0529,0.3103,1.1111,193.29
2026-03-07,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,217,97,21,76,88,45,10,10,20,5501.56,3016.66,0.0461,0.1031,0.2222,2.0,275.08
2026-03-07,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,341,212,45,167,187,52,4,4,6,705.19,241.98,0.0117,0.0189,0.0769,1.5,117.53
2026-03-07,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,180,96,25,71,109,36,5,5,9,1382.25,758.24,0.0278,0.0521,0.1389,1.8,153.58
2026-03-07,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,302,101,34,67,105,29,13,13,19,4315.21,1932.65,0.043,0.1287,0.4483,1.4615,227.12
2026-03-07,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,257,86,15,71,113,34,5,5,11,1377.33,711.84,0.0195,0.0581,0.1471,2.2,125.21
2026-03-07,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,297,177,24,153,173,64,8,7,14,2361.02,1083.98,0.0269,0.0395,0.125,1.75,168.64
2026-03-07,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,406,245,46,199,168,48,8,8,13,2747.78,1328.02,0.0197,0.0327,0.1667,1.625,211.37
2026-03-07,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,351,202,65,137,199,94,12,12,19,3618.26,2314.39,0.0342,0.0594,0.1277,1.5833,190.43
2026-03-07,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,355,179,23,156,223,120,7,7,10,1706.62,1524.24,0.0197,0.0391,0.0583,1.4286,170.66
2026-03-07,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,386,201,34,167,225,48,12,12,25,3556.72,2623.79,0.0311,0.0597,0.25,2.0833,142.27
2026-03-07,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,187,109,35,74,95,36,2,2,4,398.82,279.29,0.0107,0.0183,0.0556,2.0,99.7
2026-03-07,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,160,55,14,41,67,31,12,12,20,2179.0,1624.56,0.075,0.2182,0.3871,1.6667,108.95
2026-03-07,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,279,127,41,86,159,75,6,6,11,2849.32,2156.17,0.0215,0.0472,0.08,1.8333,259.03
2026-03-07,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,175,54,15,39,52,23,11,11,18,3038.99,2446.34,0.0629,0.2037,0.4783,1.6364,168.83
2026-03-07,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,308,139,36,103,97,35,13,13,16,2713.23,1852.29,0.0422,0.0935,0.3714,1.2308,169.58
2026-03-07,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,209,105,21,84,92,44,8,8,11,1524.0,758.88,0.0383,0.0762,0.1818,1.375,138.55
2026-03-07,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,173,70,21,49,79,36,6,6,10,1112.1,932.73,0.0347,0.0857,0.1667,1.6667,111.21
2026-03-07,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,371,173,39,134,119,38,12,12,16,2106.9,1709.88,0.0323,0.0694,0.3158,1.3333,131.68
2026-03-07,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,153,54,12,42,58,15,17,17,34,5172.75,3921.79,0.1111,0.3148,1.1333,2.0,152.14
2026-03-07,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,308,182,40,142,162,68,4,4,5,405.97,301.98,0.013,0.022,0.0588,1.25,81.19
2026-03-07,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,360,194,43,151,154,35,7,7,9,2766.38,2632.36,0.0194,0.0361,0.2,1.2857,307.38
2026-03-07,S052,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,306,162,53,109,139,55,8,8,10,1794.08,785.48,0.0261,0.0494,0.1455,1.25,179.41
2026-03-07,S053,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,249,117,15,102,140,43,10,10,13,1651.93,1150.97,0.0402,0.0855,0.2326,1.3,127.07
2026-03-07,S054,Himaxx Warehouse Outlet,Community Warehouse,North China,Tianjin,355,203,32,171,168,54,10,10,14,1818.5,1552.39,0.0282,0.0493,0.1852,1.4,129.89
2026-03-07,S055,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,367,238,72,166,237,121,6,6,8,874.57,849.24,0.0163,0.0252,0.0496,1.3333,109.32
2026-03-07,S056,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,204,65,18,47,77,26,7,7,10,1319.4,1101.69,0.0343,0.1077,0.2692,1.4286,131.94
2026-03-07,S057,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,367,124,17,107,171,54,4,4,6,967.52,607.83,0.0109,0.0323,0.0741,1.5,161.25
2026-03-07,S058,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Xiamen,297,148,19,129,119,29,5,5,6,1041.35,859.74,0.0168,0.0338,0.1724,1.2,173.56
2026-03-07,S059,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,257,89,27,62,156,39,8,8,19,3178.37,2714.56,0.0311,0.0899,0.2051,2.375,167.28
2026-03-07,S060,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,224,136,21,115,90,22,7,7,19,2824.94,2060.62,0.0312,0.0515,0.3182,2.7143,148.68
2026-03-07,S061,Himaxx Warehouse Outlet,Community Warehouse,South China,Xiamen,179,116,15,101,68,24,5,5,7,1120.55,634.29,0.0279,0.0431,0.2083,1.4,160.08
2026-03-07,S062,Himaxx Warehouse Outlet,Community Warehouse,West China,Xi'an,282,151,16,135,161,72,13,13,22,3267.74,1857.91,0.0461,0.0861,0.1806,1.6923,148.53
2026-03-07,S063,Himaxx Warehouse Outlet,Mall Warehouse,East China,Nanjing,248,112,37,75,93,27,3,3,3,419.2,258.09,0.0121,0.0268,0.1111,1.0,139.73
2026-03-07,S064,Himaxx Warehouse Outlet,Shopping Center Warehouse,South China,Guangzhou,92,51,15,36,26,8,8,8,10,1677.06,940.47,0.087,0.1569,1.0,1.25,167.71
2026-03-07,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,285,173,37,136,94,23,16,16,20,2688.53,1616.4,0.0561,0.0925,0.6957,1.25,134.43
2026-03-07,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,182,70,21,49,50,15,6,6,10,1649.53,1595.3,0.033,0.0857,0.4,1.6667,164.95
2026-03-07,S067,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,282,116,16,100,172,46,6,6,10,1800.28,1662.43,0.0213,0.0517,0.1304,1.6667,180.03
2026-03-07,S068,Himaxx Warehouse Outlet,Mall Warehouse,East China,Suzhou,127,81,19,62,51,12,5,5,9,898.87,532.39,0.0394,0.0617,0.4167,1.8,99.87
2026-03-07,S069,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,182,113,25,88,87,33,9,9,10,2150.76,1813.39,0.0495,0.0796,0.2727,1.1111,215.08
2026-03-07,S070,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,339,216,74,142,213,51,5,5,13,2320.16,1200.61,0.0147,0.0231,0.098,2.6,178.47
2026-03-07,S071,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,193,65,16,49,119,63,9,9,14,2816.83,1833.04,0.0466,0.1385,0.1429,1.5556,201.2
2026-03-07,S072,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,409,186,42,144,118,62,12,12,21,4252.72,2825.75,0.0293,0.0645,0.1935,1.75,202.51
2026-03-07,S073,Himaxx Warehouse Outlet,Mall Warehouse,North China,Tianjin,348,138,14,124,195,97,13,13,17,2240.12,1473.43,0.0374,0.0942,0.134,1.3077,131.77
2026-03-07,S074,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Tianjin,400,222,22,200,192,57,6,6,8,1147.02,575.52,0.015,0.027,0.1053,1.3333,143.38
2026-03-07,S075,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,276,142,48,94,149,42,4,4,5,834.89,805.34,0.0145,0.0282,0.0952,1.25,166.98
2026-03-07,S076,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,215,120,29,91,121,50,7,7,10,2080.66,1365.43,0.0326,0.0583,0.14,1.4286,208.07
2026-03-08,S001,Himaxx Warehouse Outlet,Mall Warehouse,North China,Beijing,150,49,6,43,84,18,10,10,15,2744.09,1592.01,0.0667,0.2041,0.5556,1.5,182.94
2026-03-08,S002,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Nanjing,408,226,36,190,129,29,11,11,20,2974.87,2239.03,0.027,0.0487,0.3793,1.8182,148.74
2026-03-08,S003,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,261,112,19,93,126,68,4,4,7,1456.69,385.25,0.0153,0.0357,0.0588,1.75,208.1
2026-03-08,S004,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Xiamen,202,70,8,62,84,35,9,9,13,1760.03,842.75,0.0446,0.1286,0.2571,1.4444,135.39
2026-03-08,S005,Himaxx Warehouse Outlet,Shopping Center Warehouse,Central China,Changsha,364,133,26,107,92,32,8,8,9,1823.36,1117.37,0.022,0.0602,0.25,1.125,202.6
2026-03-08,S006,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,196,62,19,43,111,46,9,9,18,2979.11,2157.17,0.0459,0.1452,0.1957,2.0,165.51
2026-03-08,S007,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,264,112,34,78,105,24,11,11,14,2473.11,2375.02,0.0417,0.0982,0.4583,1.2727,176.65
2026-03-08,S008,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,164,74,15,59,88,34,14,14,22,3352.07,1507.81,0.0854,0.1892,0.4118,1.5714,152.37
2026-03-08,S009,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,126,62,19,43,46,16,7,7,9,1364.49,981.37,0.0556,0.1129,0.4375,1.2857,151.61
2026-03-08,S010,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,245,152,47,105,118,44,15,15,23,4213.27,3271.02,0.0612,0.0987,0.3409,1.5333,183.19
2026-03-08,S011,Himaxx Warehouse Outlet,Community Warehouse,West China,Chengdu,395,242,81,161,120,40,2,2,6,1415.4,1332.84,0.0051,0.0083,0.05,3.0,235.9
2026-03-08,S012,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,360,180,54,126,140,70,22,22,32,4665.91,2912.81,0.0611,0.1222,0.3143,1.4545,145.81
2026-03-08,S013,Himaxx Warehouse Outlet,Community Warehouse,South China,Shenzhen,159,102,27,75,79,34,11,11,22,4521.5,2773.24,0.0692,0.1078,0.3235,2.0,205.52
2026-03-08,S014,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Tianjin,242,92,18,74,110,51,8,7,11,2162.89,2016.67,0.0331,0.0761,0.1569,1.375,196.63
2026-03-08,S015,Himaxx Warehouse Outlet,Mall Warehouse,East China,Hangzhou,213,67,16,51,116,51,7,7,18,2739.86,1418.71,0.0329,0.1045,0.1373,2.5714,152.21
2026-03-08,S016,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,112,36,12,24,32,17,12,12,19,3462.66,2136.71,0.1071,0.3333,0.7059,1.5833,182.25
2026-03-08,S017,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,308,123,16,107,92,47,11,11,13,1067.12,967.01,0.0357,0.0894,0.234,1.1818,82.09
2026-03-08,S018,Himaxx Warehouse Outlet,Mall Warehouse,West China,Xi'an,142,71,11,60,58,15,8,8,9,1761.78,901.19,0.0563,0.1127,0.5333,1.125,195.75
2026-03-08,S019,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,313,122,27,95,122,46,5,5,10,1606.49,1449.97,0.016,0.041,0.1087,2.0,160.65
2026-03-08,S020,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Shanghai,222,110,11,99,86,35,15,14,27,6775.92,6392.58,0.0676,0.1273,0.4286,1.8,250.96
2026-03-08,S021,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,Central China,Changsha,291,117,21,96,120,27,12,12,20,3271.26,1467.99,0.0412,0.1026,0.4444,1.6667,163.56
2026-03-08,S022,Himaxx Warehouse Outlet,Mall Warehouse,South China,Xiamen,296,182,20,162,105,46,5,5,17,1906.78,1217.74,0.0169,0.0275,0.1087,3.4,112.16
2026-03-08,S023,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Changsha,321,170,40,130,195,40,12,12,17,3231.89,2876.6,0.0374,0.0706,0.3,1.4167,190.11
2026-03-08,S024,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,222,139,26,113,76,37,5,5,9,2727.53,2166.49,0.0225,0.036,0.1351,1.8,303.06
2026-03-08,S025,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Hangzhou,259,147,43,104,100,53,11,11,21,2138.36,1701.91,0.0425,0.0748,0.2075,1.9091,101.83
2026-03-08,S026,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Beijing,231,89,17,72,110,35,20,20,38,7443.01,5542.39,0.0866,0.2247,0.5714,1.9,195.87
2026-03-08,S027,Himaxx Warehouse Outlet,Shopping Center Warehouse,West China,Chengdu,142,42,10,32,67,33,3,3,5,1091.35,700.83,0.0211,0.0714,0.0909,1.6667,218.27
2026-03-08,S028,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Chongqing,147,58,15,43,54,15,10,10,12,2474.94,2041.58,0.068,0.1724,0.6667,1.2,206.25
2026-03-08,S029,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Suzhou,126,67,9,58,76,35,6,6,7,1560.2,1248.53,0.0476,0.0896,0.1714,1.1667,222.89
2026-03-08,S030,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,294,169,22,147,136,54,2,2,3,383.41,118.67,0.0068,0.0118,0.037,1.5,127.8
2026-03-08,S031,Himaxx Warehouse Outlet,Warehouse Outlet,West China,Xi'an,261,162,54,108,149,77,8,8,14,1685.19,1041.33,0.0307,0.0494,0.1039,1.75,120.37
2026-03-08,S032,Himaxx Warehouse Outlet,Mall Warehouse,Central China,Wuhan,164,61,17,44,84,20,12,12,23,2921.14,2358.26,0.0732,0.1967,0.6,1.9167,127.01
2026-03-08,S033,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,310,198,22,176,188,52,4,4,6,903.61,580.65,0.0129,0.0202,0.0769,1.5,150.6
2026-03-08,S034,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,315,154,20,134,100,21,14,14,17,3204.68,1837.54,0.0444,0.0909,0.6667,1.2143,188.51
2026-03-08,S035,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,West China,Chongqing,161,78,15,63,44,19,9,9,13,2311.34,1830.99,0.0559,0.1154,0.4737,1.4444,177.8
2026-03-08,S036,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Nanjing,309,122,20,102,172,71,6,6,8,1382.89,630.29,0.0194,0.0492,0.0845,1.3333,172.86
2026-03-08,S037,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,224,122,30,92,137,74,4,4,5,489.89,333.17,0.0179,0.0328,0.0541,1.25,97.98
2026-03-08,S038,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Qingdao,321,164,23,141,152,49,10,10,13,1826.19,1308.95,0.0312,0.061,0.2041,1.3,140.48
2026-03-08,S039,Himaxx Warehouse Outlet,Pop-up Clearance Warehouse,South China,Shenzhen,112,51,13,38,46,15,7,7,12,1605.13,1408.13,0.0625,0.1373,0.4667,1.7143,133.76
2026-03-08,S040,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,151,45,14,31,68,25,12,12,12,1737.55,1596.33,0.0795,0.2667,0.48,1.0,144.8
2026-03-08,S041,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,179,103,19,84,113,43,5,5,8,1523.58,1352.63,0.0279,0.0485,0.1163,1.6,190.45
2026-03-08,S042,Himaxx Warehouse Outlet,Community Warehouse,East China,Shanghai,194,76,13,63,69,29,11,11,19,2760.23,1768.03,0.0567,0.1447,0.3793,1.7273,145.28
2026-03-08,S043,Himaxx Warehouse Outlet,Warehouse Outlet,East China,Hangzhou,137,65,18,47,82,37,7,7,15,2320.69,1168.88,0.0511,0.1077,0.1892,2.1429,154.71
2026-03-08,S044,Himaxx Warehouse Outlet,Community Warehouse,Central China,Changsha,328,210,26,184,124,36,8,8,12,2076.3,1748.57,0.0244,0.0381,0.2222,1.5,173.03
2026-03-08,S045,Himaxx Warehouse Outlet,Warehouse Outlet,North China,Beijing,298,169,34,135,154,57,11,11,13,2204.72,1639.59,0.0369,0.0651,0.193,1.1818,169.59
2026-03-08,S046,Himaxx Warehouse Outlet,Shopping Center Warehouse,East China,Shanghai,359,215,41,174,191,104,17,17,25,4755.94,4092.76,0.0474,0.0791,0.1635,1.4706,190.24
2026-03-08,S047,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Xiamen,137,69,21,48,79,33,9,9,14,2955.77,2826.41,0.0657,0.1304,0.2727,1.5556,211.13
2026-03-08,S048,Himaxx Warehouse Outlet,Mall Warehouse,West China,Chongqing,398,234,74,160,252,104,10,10,15,3026.8,2762.51,0.0251,0.0427,0.0962,1.5,201.79
2026-03-08,S049,Himaxx Warehouse Outlet,Warehouse Outlet,South China,Shenzhen,197,99,16,83,60,18,15,15,17,2410.13,1753.18,0.0761,0.1515,0.8333,1.1333,141.77
2026-03-08,S050,Himaxx Warehouse Outlet,Community Warehouse,East China,Suzhou,216,103,10,93,85,33,8,8,16,3269.7,2778.48,0.037,0.0777,0.2424,2.0,204.36
2026-03-08,S051,Himaxx Warehouse Outlet,Shopping Center Warehouse,North China,Qingdao,332,207,32,175,150,42,6,6,10,1459.6,944.72,0.0181,0.029,0.1429,1.6667,145.96
