snapshot_month,store_id,channel,store_format,brand,brand_tier,category,business_mode,inventory_risk_owner,avg_inventory_value,inventory_value,ending_inventory_units,sold_units,recognized_revenue,gross_profit,cogs,gmroi,inventory_turnover,sales_to_inventory_ratio,sell_through_rate,inventory_age_days,weeks_of_supply,stockout_rate,overstock_rate,clearance_rate,inventory_risk_flag
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Outdoor Apparel,Buyout,Himaxx,15898.493333333332,53250.04,282,1,501.26,240.16,261.1,0.01510583392807872,0.01642293986767719,0.03152877379575591,0.0035335689045936395,174.33333333333334,727.3333333333334,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Outdoor Apparel,Consignment,Brand Partner,14188.2,16152.72,148,1,48.29,42.31,5.98,0.002982055510917523,0.0004214770020157596,0.0034035325129332826,0.006711409395973154,428.0,592.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Performance Apparel,Buyout,Himaxx,9143.98,30501.77,309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,999.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Performance Apparel,Consignment,Brand Partner,1715.62,1912.5,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Running Shoes,Buyout,Himaxx,5160.47,5286.33,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Sportswear,Buyout,Himaxx,7374.42,9322.38,67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Sportswear,Consignment,Brand Partner,1917.54,2001.96,83,2,83.99,64.7,19.29,0.033741147511916314,0.01005976407271817,0.04380091158463448,0.023529411764705882,59.0,166.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Training Shoes,Buyout,Himaxx,9612.91,10038.26,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Training Shoes,Consignment,Brand Partner,2289.983333333333,8040.08,286,3,115.93,95.13,20.799999999999997,0.04154178705812998,0.00908303553883216,0.05062482259696214,0.010380622837370242,200.66666666666666,476.3333333333333,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Underwear,Buyout,Himaxx,4553.94,4746.36,148,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Underwear,Consignment,Brand Partner,636.4,777.0,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Reebok Underwear,Tier 2,Yoga Apparel,Buyout,Himaxx,7142.17,14737.51,164,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Accessories,Buyout,Himaxx,6476.625,14438.060000000001,287,4,518.16,320.68,197.48,0.04951344257232741,0.030491189469824174,0.08000463204215158,0.013745704467353952,50.0,562.5,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Basketball Shoes,Buyout,Himaxx,12569.314999999999,28559.7,244,1,134.45,41.32,93.13,0.003287370871045877,0.007409313872713032,0.010696684743758908,0.004081632653061225,75.0,781.5,0.0,1.0,0.5,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Kids Apparel,Buyout,Himaxx,7413.25,17049.64,178,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Kids Apparel,Consignment,Brand Partner,817.11,1011.66,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Lifestyle Apparel,Buyout,Himaxx,8151.009999999999,18784.97,149,3,696.96,157.83,539.13,0.019363244554969263,0.06614272341709801,0.08550596797206728,0.019736842105263157,169.5,560.165,0.0,1.0,0.5,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Performance Apparel,Consignment,Brand Partner,1686.72,1686.72,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Running Shoes,Buyout,Himaxx,18949.11,62655.350000000006,312,6,1889.81,597.65,1292.16,0.031539739861133315,0.06819106543790183,0.09973080529903515,0.018867924528301886,118.66666666666667,695.5566666666667,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Sportswear,Buyout,Himaxx,2652.95,2668.29,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Training Shoes,Consignment,Brand Partner,3634.0,3852.04,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Underwear,Buyout,Himaxx,5222.1466666666665,18124.64,219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Salomon,Tier 3,Yoga Apparel,Consignment,Brand Partner,755.64,749.4,60,1,23.92,19.08,4.84,0.025250119104335396,0.006405166481393256,0.03165528558572866,0.01639344262295082,248.0,240.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Accessories,Buyout,Himaxx,4665.900000000001,14760.43,266,1,154.75,95.24,59.51,0.020411924816219805,0.0127542381962751,0.033166163012494906,0.003745318352059925,128.33333333333334,776.6666666666666,0.0,1.0,0.6666666666666666,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Bags,Consignment,Brand Partner,1130.35,1374.75,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Basketball Shoes,Buyout,Himaxx,13604.25,13604.25,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Basketball Shoes,Consignment,Brand Partner,2899.7999999999997,9497.57,304,3,210.23000000000002,176.42000000000002,33.81,0.060838678529553776,0.01165942478791641,0.07249810331747018,0.009771986970684038,96.0,524.3333333333334,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Kids Apparel,Buyout,Himaxx,7519.450000000001,16773.46,204,1,94.52,-21.15,115.67,-0.002812705716508521,0.01538277400607757,0.01257006828956905,0.004878048780487805,192.0,695.5,0.0,1.0,0.5,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Lifestyle Apparel,Buyout,Himaxx,2374.25,2613.51,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Outdoor Apparel,Buyout,Himaxx,27394.403333333335,89501.76000000001,397,1,427.83,132.28,295.55,0.004828723531241965,0.010788700027657716,0.015617423558899682,0.002512562814070352,57.666666666666664,856.6666666666666,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Running Shoes,Buyout,Himaxx,7928.83,9148.65,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Sportswear,Buyout,Himaxx,3139.2,3348.48,128,4,314.4,209.76,104.64,0.06681957186544342,0.03333333333333333,0.10015290519877676,0.030303030303030304,212.0,128.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Training Shoes,Buyout,Himaxx,7345.16,7501.44,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Training Shoes,Consignment,Brand Partner,1735.05,1909.9,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Underwear,Consignment,Brand Partner,807.34,973.94,38,1,54.92,45.09,9.83,0.055850075556766667,0.012175787152872396,0.06802586270963906,0.02564102564102564,21.0,152.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Skechers,Tier 3,Yoga Apparel,Consignment,Brand Partner,713.9,883.3,73,1,59.36,49.97,9.39,0.06999579773077462,0.013153102675444742,0.08314890040621936,0.013513513513513514,127.0,292.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Accessories,Buyout,Himaxx,1435.14,1435.14,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Bags,Consignment,Brand Partner,7587.96,8254.47,161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Basketball Shoes,Buyout,Himaxx,14141.79,34138.34,147,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Basketball Shoes,Consignment,Brand Partner,1499.14,1857.63,57,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Kids Apparel,Buyout,Himaxx,12564.64,13706.88,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Lifestyle Apparel,Buyout,Himaxx,5587.113333333334,18164.739999999998,291,1,83.03,35.53,47.5,0.006359276764268251,0.008501706904101939,0.014860983668370189,0.003424657534246575,209.0,766.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Outdoor Apparel,Buyout,Himaxx,4477.59,6238.44,62,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Outdoor Apparel,Consignment,Brand Partner,4199.62,4341.98,122,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Performance Apparel,Buyout,Himaxx,6062.88,6683.95,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Running Shoes,Buyout,Himaxx,25438.14,27658.93,137,1,329.11,127.22,201.89,0.005001151813772548,0.007936507936507936,0.012937659750280486,0.007246376811594203,154.0,548.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Training Shoes,Buyout,Himaxx,12056.4,11721.5,70,5,957.2,119.95,837.25,0.009949072691682426,0.06944444444444445,0.07939351713612687,0.06666666666666667,362.0,56.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Training Shoes,Consignment,Brand Partner,3599.18,3797.56,134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Underwear,Buyout,Himaxx,4816.68,5521.56,141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Underwear,Consignment,Brand Partner,2257.51,2329.02,114,2,82.21,72.11,10.1,0.03194227268096265,0.0044739558185788765,0.03641622849954152,0.017241379310344827,25.0,228.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,The North Face,Tier 3,Yoga Apparel,Buyout,Himaxx,4214.49,5200.86,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Accessories,Buyout,Himaxx,2470.65,7693.889999999999,304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,999.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Bags,Consignment,Brand Partner,2560.895,5423.97,279,1,45.61,35.57,10.04,0.013889675289303153,0.00392050435492279,0.017810179644225946,0.0035714285714285713,141.5,783.5,0.0,1.0,0.5,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Basketball Shoes,Consignment,Brand Partner,1761.65,2049.92,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Kids Apparel,Consignment,Brand Partner,2284.56,2538.4,95,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Lifestyle Apparel,Buyout,Himaxx,7420.193333333333,23523.879999999997,275,7,834.7099999999999,178.61,656.1,0.024070801389721206,0.08842087672468553,0.11249167811440672,0.024822695035460994,214.33333333333334,226.66666666666666,0.0,1.0,0.6666666666666666,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Outdoor Apparel,Buyout,Himaxx,20494.32,22823.22,147,1,263.18,107.92,155.26,0.005265849269456123,0.007575757575757575,0.0128416068452137,0.006756756756756757,42.0,588.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Performance Apparel,Buyout,Himaxx,47591.25,52185.0,142,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Performance Apparel,Consignment,Brand Partner,3618.2,7824.81,178,1,69.4,60.5,8.9,0.016721021502404513,0.002459786634238019,0.01918080813664253,0.00558659217877095,120.0,629.5,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Running Shoes,Buyout,Himaxx,9351.0,10535.46,169,1,91.18,28.84,62.34,0.003084162121698214,0.006666666666666667,0.009750828788364882,0.0058823529411764705,73.0,676.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Running Shoes,Consignment,Brand Partner,3417.44,3527.68,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Sportswear,Consignment,Brand Partner,432.39,446.6,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Training Shoes,Buyout,Himaxx,5820.12,6999.36,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Training Shoes,Consignment,Brand Partner,1747.2233333333334,5663.75,252,6,308.03999999999996,256.89,51.15,0.14702756945782544,0.0292750211287624,0.17630259058658784,0.023255813953488372,162.66666666666666,432.6666666666667,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Yoga Apparel,Buyout,Himaxx,7833.7,16814.76,166,2,242.8,56.56,186.24,0.007220087570369047,0.023774206313747017,0.030994293884116064,0.011904761904761904,144.0,332.0,0.0,1.0,0.0,High Risk
2026-02-01,S065,Himaxx Warehouse Outlet,Shopping Center Warehouse,Under Armour,Tier 3,Yoga Apparel,Consignment,Brand Partner,995.26,2545.76,177,7,342.3,274.45,67.85,0.27575708859996384,0.06817314068685569,0.34393022928681954,0.03804347826086957,38.0,127.2,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Accessories,Buyout,Himaxx,6110.94,7107.76,82,1,120.07,33.39,86.68,0.005463971173011026,0.014184397163120569,0.019648368336131594,0.012048192771084338,56.0,328.0,0.0,1.0,1.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Accessories,Consignment,Brand Partner,764.86,1783.1599999999999,204,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Bags,Buyout,Himaxx,3349.5,4115.1,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Bags,Consignment,Brand Partner,1115.89,3871.17,281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,999.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Basketball Shoes,Consignment,Brand Partner,1383.42,3185.29,187,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Kids Apparel,Buyout,Himaxx,3607.95,7565.52,162,4,226.36,35.32,191.04000000000002,0.009789492648179715,0.05294973599966741,0.06273922864784712,0.024096385542168676,318.0,162.0,0.0,1.0,1.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Kids Apparel,Consignment,Brand Partner,590.59,590.59,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Lifestyle Apparel,Buyout,Himaxx,18872.55,20574.78,139,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Lifestyle Apparel,Consignment,Brand Partner,1491.4550000000002,3308.0600000000004,217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Outdoor Apparel,Buyout,Himaxx,12749.0,13850.76,132,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,999.0,0.0,1.0,1.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Outdoor Apparel,Consignment,Brand Partner,8687.1,9064.8,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Performance Apparel,Buyout,Himaxx,4580.71,9181.67,66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Performance Apparel,Consignment,Brand Partner,5627.813333333333,17452.32,257,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.6666666666667,999.0,0.0,1.0,0.6666666666666666,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Running Shoes,Consignment,Brand Partner,2958.523333333333,9271.96,310,2,54.62,42.91,11.71,0.014503857217057608,0.003958055651637022,0.01846191286869463,0.00641025641025641,210.66666666666666,750.0,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Sportswear,Consignment,Brand Partner,1492.4166666666667,4825.48,244,2,44.51,38.1,6.41,0.02552906359930761,0.004295047182980624,0.02982411078228823,0.008130081300813009,215.33333333333334,762.0,0.0,1.0,0.6666666666666666,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Training Shoes,Buyout,Himaxx,19728.62,22547.0,100,2,699.24,248.3,450.94,0.01258577639997121,0.02285714865003229,0.0354429250500035,0.0196078431372549,78.0,200.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Training Shoes,Consignment,Brand Partner,1589.0349999999999,3693.13,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.5,999.0,0.0,1.0,0.5,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Underwear,Buyout,Himaxx,9563.84,9609.6,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Underwear,Consignment,Brand Partner,1583.4833333333333,5006.75,278,1,23.0,20.28,2.72,0.012807207738214275,0.0017177320043364314,0.014524939742550706,0.0035842293906810036,113.33333333333333,767.3333333333334,0.0,1.0,0.3333333333333333,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Yoga Apparel,Buyout,Himaxx,7633.7,7633.7,115,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Adidas,Tier 1,Yoga Apparel,Consignment,Brand Partner,1456.4099999999999,4746.799999999999,297,3,68.89,54.62,14.27,0.03750317561675627,0.009798065105293153,0.04730124072204943,0.01,76.0,733.5566666666667,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Accessories,Consignment,Brand Partner,485.56,507.52,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Bags,Buyout,Himaxx,10643.71,12302.47,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Kids Apparel,Consignment,Brand Partner,1093.05,1283.9,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Outdoor Apparel,Buyout,Himaxx,18268.385,42602.479999999996,216,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,999.0,0.0,1.0,0.5,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Performance Apparel,Consignment,Brand Partner,2092.16,2124.85,65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,999.0,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Sportswear,Buyout,Himaxx,4494.9349999999995,9362.939999999999,174,3,441.46999999999997,268.88,172.59,0.059818440088677594,0.03839655078438287,0.09821499087306046,0.01694915254237288,121.0,290.0,0.0,1.0,0.5,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Sportswear,Consignment,Brand Partner,1551.83,5465.37,301,5,200.64,170.29000000000002,30.35,0.10973495808174866,0.019557554629050865,0.1292925127107995,0.016339869281045753,150.0,474.5566666666667,0.0,1.0,0.0,High Risk
2026-02-01,S066,Himaxx Warehouse Outlet,Shopping Center Warehouse,Asics,Tier 3,Training Shoes,Buyout,Himaxx,4199.86,5065.48,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,999.0,0.0,1.0,0.0,High Risk
