brand,brand_owner,brand_tier,category,business_mode,msrp_gmv,transaction_gmv,gross_sales,gmv,net_sales,recognized_revenue,cogs,gross_profit,gross_margin_pct,gross_units,returned_units,net_units,return_rate,discount_amount,markdown_amount,discount_depth,discount_factor,cost_to_msrp_ratio,price_cost_spread,markdown_rate,net_aur,orders,revenue_share,gross_profit_share
New Balance,External Brand,Tier 3,Running Shoes,Buyout,916408.27,167950.35,167950.35,167950.35,161934.24,161934.24,137327.38,24606.86,0.15195588036230018,845,31,814,0.036686390532544376,748457.92,748457.92,0.8167297748196882,0.18327022518031183,0.14872931354359925,0.03454091163671258,0.8167297748196882,198.93641277641277,539,0.010194639725001162,0.0039688105681728435
New Balance,External Brand,Tier 3,Running Shoes,Consignment,154369.35,30139.7,30139.7,30139.7,28447.38,6261.32,1108.2,5153.12,0.8230085668836603,255,14,241,0.054901960784313725,124229.65,124229.65,0.8047559311482493,0.1952440688517507,0.029499999999999995,0.1657440688517507,0.8047559311482493,25.98058091286307,146,0.00039418409351193594,0.0008311404671324519
New Balance,External Brand,Tier 3,Sportswear,Consignment,142276.44,28132.01,28132.01,28132.01,27159.32,7314.91,1245.89,6069.02,0.8296780138101495,166,5,161,0.030120481927710843,114144.43,114144.43,0.8022721822390271,0.19772781776097292,0.014647826086956521,0.1830799916740164,0.802272182239027,45.43422360248447,92,0.00046051330509723113,0.0009788648659135035
New Balance,External Brand,Tier 3,Training Shoes,Buyout,643166.64,125916.54,125916.54,125916.54,121356.18,121356.18,87448.26000000001,33907.92,0.27940826746524156,696,26,670,0.03735632183908046,517250.1,517250.1,0.804224081025098,0.19577591897490204,0.14754096109839815,0.04823495787650389,0.8042240810250979,181.12862686567163,437,0.007640030505607656,0.005468967240873453
New Balance,External Brand,Tier 3,Underwear,Buyout,31373.0,6146.34,6146.34,6146.34,5997.61,5997.61,4200.0,1797.61,0.2997210555537956,229,5,224,0.021834061135371178,25226.66,25226.66,0.8040882287317119,0.19591177126828802,0.1369,0.05901177126828802,0.8040882287317119,26.775044642857143,146,0.00037758211704370996,0.0002899343339805723
New Balance,External Brand,Tier 3,Yoga Apparel,Buyout,116643.8,22978.510000000002,22978.510000000002,22978.510000000002,22216.71,22216.71,13669.92,8546.79,0.38470097507686785,91,3,88,0.03296703296703297,93665.29,93665.29,0.8030027313924958,0.19699726860750422,0.1212,0.07579726860750421,0.8030027313924957,252.4626136363636,52,0.0013986625331667384,0.0013785013803449112
Nike,External Brand,Tier 1,Accessories,Consignment,41073.68,9536.09,9536.09,9536.09,9087.97,2155.68,378.33,1777.35,0.8244962146515253,194,9,185,0.04639175257731959,31537.59,31537.59,0.7678296661024773,0.2321703338975227,0.0246,0.2075703338975227,0.7678296661024773,11.652324324324324,118,0.00013571176152980683,0.00028666662318321004
Nike,External Brand,Tier 1,Bags,Consignment,619303.95,144375.56,144375.56,144375.56,138186.96,38252.21,6702.15,31550.06,0.8247905153715303,707,28,679,0.039603960396039604,474928.39,474928.39,0.766874472542925,0.23312552745707502,0.03320341463414634,0.19992211282292868,0.7668744725429251,56.3360972017673,410,0.002408184332325805,0.005088670864729889
Nike,External Brand,Tier 1,Basketball Shoes,Buyout,212252.04,49643.34,49643.34,49643.34,46787.9,46787.9,27078.59,19709.31,0.42124801497823156,171,10,161,0.05847953216374269,162608.7,162608.7,0.766111364583351,0.23388863541664898,0.1355,0.09838863541664897,0.766111364583351,290.6080745341615,114,0.002945552367364567,0.0031788906759901395
Nike,External Brand,Tier 1,Basketball Shoes,Consignment,340870.57,78528.31,78528.31,78528.31,76012.75,24015.18,4262.99,19752.19,0.8224876932007171,621,20,601,0.0322061191626409,262342.26,262342.26,0.7696242594366536,0.23037574056334637,0.03520403225806451,0.19517170830528185,0.7696242594366537,39.95870216306157,372,0.0015118859855151906,0.0031858067391190084
Nike,External Brand,Tier 1,Kids Apparel,Buyout,38873.64,9560.18,9560.18,9560.18,9183.34,9183.34,4458.5,4724.84,0.5145012598901925,52,2,50,0.038461538461538464,29313.46,29313.46,0.7540703674778075,0.24592963252219244,0.1193,0.12662963252219245,0.7540703674778075,183.6668,33,0.0005781411193345656,0.0007620637060122982
Nike,External Brand,Tier 1,Kids Apparel,Consignment,377820.42,48414.74,48414.74,48414.74,46128.8,14286.21,2549.35,11736.86,0.8215516921562823,1047,50,997,0.04775549188156638,329405.68,329405.68,0.8718577995334398,0.12814220046656027,0.0176,0.11054220046656027,0.8718577995334398,14.329197592778334,644,0.0008993944948622901,0.0018930238967980932
Nike,External Brand,Tier 1,Lifestyle Apparel,Buyout,196756.56,46614.0,46614.0,46614.0,44910.340000000004,44910.340000000004,19359.76,25550.58,0.568924216561264,198,7,191,0.03535353535353535,150142.56,150142.56,0.7630879499011367,0.2369120500988633,0.102,0.1349120500988633,0.7630879499011367,235.13267015706808,135,0.002827349770050539,0.004121022020970807
Nike,External Brand,Tier 1,Lifestyle Apparel,Consignment,560345.3,102774.26,102774.26,102774.26,98914.05,20772.8,3682.91,17089.89,0.8227051721481938,733,28,705,0.03819918144611187,457571.04,457571.04,0.8165876290922758,0.1834123709077242,0.03480814977973568,0.14860422112798852,0.8165876290922757,29.46496453900709,454,0.0013077605581099101,0.0027564076050707567
Nike,External Brand,Tier 1,Outdoor Apparel,Consignment,435248.10000000003,63567.66,63567.66,63567.66,62089.02,18211.46,3089.76,15121.7,0.8303397970289038,335,9,326,0.026865671641791045,371680.44,371680.44,0.8539507467120477,0.14604925328795232,0.02144185022026432,0.124607403067688,0.8539507467120476,55.86337423312883,227,0.0011465102968110368,0.002438960630033222
Nike,External Brand,Tier 1,Performance Apparel,Buyout,601887.66,138131.47,138131.47,138131.47,132418.07,132418.07,84121.98,48296.090000000004,0.3647243159487221,666,28,638,0.042042042042042045,463756.19,463756.19,0.7705029041465977,0.22949709585340228,0.14482776412776413,0.08466933172563815,0.7705029041465977,207.55183385579937,407,0.008336436548132037,0.007789617707965454
Nike,External Brand,Tier 1,Performance Apparel,Consignment,293694.24,67282.06,67282.06,67282.06,63021.53,14004.16,2533.2400000000002,11470.92,0.8191080364691634,192,10,182,0.052083333333333336,226412.18,226412.18,0.7709112034338842,0.22908879656611583,0.022468141592920352,0.20662065497319548,0.7709112034338842,76.94593406593407,113,0.0008816379158062697,0.0018501307571411078
Nike,External Brand,Tier 1,Running Shoes,Buyout,455434.69,104577.76,104577.76,104577.76,98552.34,98552.34,64769.0,33783.34,0.3427959194068857,361,21,340,0.05817174515235457,350856.93,350856.93,0.7703781413752211,0.22962185862477888,0.1508174672489083,0.07880439137587059,0.7703781413752211,289.85982352941176,229,0.0062044049507739745,0.005448873883956602
Nike,External Brand,Tier 1,Running Shoes,Consignment,253665.90999999997,45539.87,45539.87,45539.87,44301.97,12831.8,2251.84,10579.960000000001,0.8245109805327391,311,10,301,0.03215434083601286,208126.04,208126.04,0.820473038730352,0.17952696126964796,0.040098947368421047,0.13942801390122692,0.8204730387303522,42.630564784053156,190,0.000807831487789549,0.0017064289006742822
Nike,External Brand,Tier 1,Sportswear,Consignment,673472.42,154111.72,154111.72,154111.72,149091.82,35065.45,6139.76,28925.69,0.8249057120327844,862,25,837,0.029002320185614848,519360.7,519360.7,0.7711684763572055,0.22883152364279444,0.03154542124542125,0.19728610239737318,0.7711684763572055,41.8942054958184,546,0.00220756048594196,0.004665389414321516
Nike,External Brand,Tier 1,Training Shoes,Buyout,307915.56,69679.02,69679.02,69679.02,68262.69,68262.69,50028.0,18234.69,0.2671252773660106,204,4,200,0.0196078431372549,238236.54,238236.54,0.7737073761390947,0.22629262386090526,0.1657,0.060592623860905276,0.7737073761390948,341.31345,127,0.004297507007841205,0.002941051006888147
Nike,External Brand,Tier 1,Underwear,Consignment,600689.66,89401.13,89401.13,89401.13,85661.79,20971.8,3696.06,17275.74,0.8237604783566504,1164,47,1117,0.040378006872852236,511288.53,511288.53,0.8511691877632787,0.14883081223672137,0.0361480631276901,0.11268274910903127,0.8511691877632787,18.775111906893464,697,0.0013202886886972106,0.002786383125884665
Nike,External Brand,Tier 1,Yoga Apparel,Consignment,270566.11,62106.5,62106.5,62106.5,60357.8,16054.82,2769.35,13285.47,0.827506630407566,458,13,445,0.028384279475982533,208459.61,208459.61,0.7704572091456687,0.22954279085433132,0.020385714285714288,0.20915707656861704,0.7704572091456686,36.078247191011236,273,0.0010107380980683466,0.002142797323150669
On Running,External Brand,Tier 1,Accessories,Consignment,117898.4,27106.39,27106.39,27106.39,26686.7,4897.01,875.8,4021.21,0.8211561748903923,170,3,167,0.01764705882352941,90792.01,90792.01,0.7700868714079241,0.22991312859207588,0.04750000000000001,0.18241312859207587,0.7700868714079241,29.323413173652696,107,0.0003082933706900279,0.0006485760777621494
On Running,External Brand,Tier 1,Bags,Buyout,235335.56,52998.71,52998.71,52998.71,52286.22,52286.22,41094.1,11192.12,0.2140548695239396,172,2,170,0.011627906976744186,182336.85,182336.85,0.7747951478306125,0.2252048521693874,0.1767,0.04850485216938741,0.7747951478306127,307.56600000000003,116,0.00329170146772017,0.0018051634437006043
On Running,External Brand,Tier 1,Bags,Consignment,131423.0,30406.37,30406.37,30406.37,28938.19,5920.69,1031.07,4889.62,0.8258530678012191,475,22,453,0.04631578947368421,101016.63,101016.63,0.7686373770192432,0.23136262298075677,0.0164,0.21496262298075677,0.7686373770192433,13.069955849889624,308,0.0003727395853614228,0.0007886408721124638
On Running,External Brand,Tier 1,Kids Apparel,Consignment,300397.16,37756.21,37756.21,37756.21,35888.95,6779.46,1227.26,5552.2,0.8189737825726533,274,15,259,0.05474452554744526,262640.95,262640.95,0.8743123603432202,0.12568763965677973,0.0339,0.09178763965677973,0.8743123603432204,26.175521235521234,162,0.00042680382005718114,0.0008955075957114911
On Running,External Brand,Tier 1,Lifestyle Apparel,Consignment,94648.38,22233.87,22233.87,22233.87,21351.98,5011.32,894.86,4116.46,0.8214322773241383,199,8,191,0.04020100502512563,72414.51,72414.51,0.7650897986843515,0.2349102013156485,0.0416,0.1933102013156485,0.7650897986843515,26.237277486910994,124,0.0003154898059032656,0.0006639388345957504
On Running,External Brand,Tier 1,Outdoor Apparel,Buyout,177456.24,41107.1,41107.1,41107.1,39319.29,39319.29,13863.0,25456.29,0.6474249662188712,156,6,150,0.038461538461538464,136349.14,136349.14,0.7683535952300128,0.23164640476998724,0.0812,0.15044640476998725,0.7683535952300129,262.1286,93,0.0024753628126629734,0.004105814101371434
On Running,External Brand,Tier 1,Performance Apparel,Buyout,144861.21,33927.89,33927.89,33927.89,33538.17,33538.17,18246.4,15291.77,0.4559512340715072,81,1,80,0.012345679012345678,110933.32,110933.32,0.7657903727298702,0.2342096272701298,0.1275,0.10670962727012981,0.7657903727298703,419.227125,60,0.002111409916678784,0.002466391013809501
On Running,External Brand,Tier 1,Performance Apparel,Consignment,505857.07,115969.64,115969.64,115969.64,111883.31999999999,23221.17,4018.42,19202.75,0.8269501493680121,356,12,344,0.033707865168539325,389887.43,389887.43,0.7707462307485393,0.22925376925146068,0.02116387665198238,0.2080898925994783,0.7707462307485393,67.5034011627907,227,0.0014618987444718623,0.003097188228728943
On Running,External Brand,Tier 1,Running Shoes,Consignment,109697.64000000001,24729.13,24729.13,24729.13,22906.77,7875.36,1364.47,6510.89,0.826741888624774,78,6,72,0.07692307692307693,84968.51,84968.51,0.7745700819087813,0.2254299180912187,0.0315,0.1939299180912187,0.7745700819087811,109.38,55,0.0004957966758894546,0.0010501335416307034
On Running,External Brand,Tier 1,Sportswear,Buyout,178081.85,40845.25,40845.25,40845.25,39280.54,39280.54,19602.0,19678.54,0.5009742737752587,229,9,220,0.039301310043668124,137236.6,137236.6,0.770637771339415,0.229362228660585,0.11459999999999998,0.11476222866058503,0.770637771339415,178.5479090909091,145,0.0024729232897471045,0.003173927820055547
On Running,External Brand,Tier 1,Sportswear,Consignment,11912.85,2688.89,2688.89,2688.89,2511.84,693.51,116.58,576.93,0.8318986027598736,69,4,65,0.057971014492753624,9223.960000000001,9223.960000000001,0.774286589690964,0.22571341030903602,0.0141,0.21161341030903602,0.774286589690964,10.669384615384615,44,4.366022031959119e-05,9.305233910771056e-05
On Running,External Brand,Tier 1,Underwear,Consignment,58946.590000000004,7782.58,7782.58,7782.58,7493.16,1664.58,301.6,1362.98,0.8188131540688943,291,11,280,0.037800687285223365,51164.01,51164.01,0.867972345813388,0.13202765418661197,0.033836065573770495,0.09819158861284147,0.867972345813388,5.944928571428571,183,0.00010479434981411241,0.00021983338907151189
Patagonia,External Brand,Tier 3,Accessories,Buyout,66570.79000000001,13456.1,13456.1,13456.1,13052.34,13052.34,5541.5599999999995,7510.78,0.5754355157772476,169,5,164,0.029585798816568046,53114.69,53114.69,0.797867803581721,0.20213219641827893,0.08579999999999999,0.11633219641827894,0.7978678035817209,79.58743902439025,99,0.000821715678340922,0.001211404585518885
Patagonia,External Brand,Tier 3,Bags,Consignment,64412.64,12379.25,12379.25,12379.25,12006.37,3872.04,663.57,3208.47,0.8286252208138345,164,5,159,0.03048780487804878,52033.39,52033.39,0.8078133422259979,0.19218665777400212,0.0382,0.1539866577740021,0.8078133422259979,24.35245283018868,91,0.0002437659435138208,0.0005174902301092266
Patagonia,External Brand,Tier 3,Kids Apparel,Buyout,572084.03,113050.45,113050.45,113050.45,107672.82,107672.82,89642.7,18030.12,0.1674528446454732,553,26,527,0.04701627486437613,459033.58,459033.58,0.8023883833988514,0.1976116166011486,0.1644,0.0332116166011486,0.8023883833988513,204.3127514231499,355,0.006778588691773276,0.0029080561600067847
Patagonia,External Brand,Tier 3,Lifestyle Apparel,Buyout,299094.51,60393.02,60393.02,60393.02,58644.21,58644.21,26973.19,31671.02,0.5400536557658463,341,10,331,0.02932551319648094,238701.49,238701.49,0.798080479645046,0.201919520354954,0.0929,0.109019520354954,0.7980804796450459,177.17283987915408,218,0.0036919714626586103,0.00510818035624267
Patagonia,External Brand,Tier 3,Running Shoes,Buyout,57170.17999999999,11289.51,11289.51,11289.51,11011.76,11011.76,4995.45,6016.31,0.5463531715184494,46,1,45,0.021739130434782608,45880.67,45880.67,0.8025279962385985,0.1974720037614015,0.0893,0.1081720037614015,0.8025279962385986,244.70577777777777,29,0.0006932500868141216,0.0009703633340216494
Patagonia,External Brand,Tier 3,Running Shoes,Consignment,788376.2400000001,158399.24,158399.24,158399.24,151048.5,49498.51,8355.97,41142.54,0.8311874438240666,648,30,618,0.046296296296296294,629977.0,629977.0,0.7990816668954914,0.20091833310450855,0.04019999999999999,0.16071833310450856,0.7990816668954913,80.09467637540453,400,0.003116199985712517,0.0066358303153459626
Patagonia,External Brand,Tier 3,Sportswear,Buyout,285631.63,58209.76,58209.76,58209.76,56334.02,56334.02,46055.62,10278.4,0.18245458073114612,477,14,463,0.029350104821802937,227421.87,227421.87,0.7962068836704115,0.20379311632958858,0.1548574829931973,0.04893563333639128,0.7962068836704114,121.67174946004319,294,0.0035465324576260705,0.0016577906544722797
Patagonia,External Brand,Tier 3,Training Shoes,Buyout,43498.520000000004,8855.28,8855.28,8855.28,8241.37,8241.37,6126.0,2115.37,0.2566769845304846,26,2,24,0.07692307692307693,34643.24,34643.24,0.7964234185438953,0.20357658145610472,0.1526,0.0509765814561047,0.7964234185438952,343.3904166666667,15,0.0005188389928555742,0.0003411854585101792
Patagonia,External Brand,Tier 3,Training Shoes,Consignment,333767.49,66913.5,66913.5,66913.5,64387.92,15729.94,2742.7400000000002,12987.2,0.8256356985468476,399,15,384,0.03759398496240601,266853.99,266853.99,0.7995206183801784,0.20047938161982162,0.024700000000000003,0.17577938161982162,0.7995206183801784,40.96338541666667,248,0.0009902851379417028,0.0020946897170534707
Puma,External Brand,Tier 3,Accessories,Buyout,90668.0,18521.579999999998,18521.579999999998,18521.579999999998,18094.85,18094.85,14548.92,3545.93,0.19596349237490227,190,4,186,0.021052631578947368,72146.42,72146.42,0.795720871751886,0.20427912824811398,0.1639,0.04037912824811399,0.795720871751886,97.28413978494623,108,0.001139169064108599,0.0005719187437162292
Puma,External Brand,Tier 3,Accessories,Consignment,68853.05,14119.06,14119.06,14119.06,13575.82,2734.14,481.3,2252.84,0.8239665854711171,127,5,122,0.03937007874015748,54733.99,54733.99,0.7949392220097731,0.20506077799022698,0.0456,0.15946077799022698,0.794939222009773,22.410983606557377,85,0.00017212895961789599,0.00036335782787411765
Puma,External Brand,Tier 3,Basketball Shoes,Buyout,583556.98,106586.76,106586.76,106586.76,101760.51,101760.51,55573.92,46186.59,0.45387537857268995,672,32,640,0.047619047619047616,476970.22,476970.22,0.8173498670172705,0.18265013298272947,0.09873699999999999,0.08391313298272948,0.8173498670172705,159.000796875,400,0.006406376672915981,0.007449379014627067
Puma,External Brand,Tier 3,Kids Apparel,Buyout,225688.26,44932.45,44932.45,44932.45,42966.78,42966.78,24090.36,18876.420000000002,0.4393259164405618,660,31,629,0.04696969696969697,180755.81,180755.81,0.8009092276222077,0.19909077237779224,0.11148050632911391,0.08761026604867833,0.8009092276222077,68.30966613672496,395,0.0027049921143507726,0.0030445548593062764
Puma,External Brand,Tier 3,Lifestyle Apparel,Consignment,316405.26,63173.5,63173.5,63173.5,61875.16,15220.49,2683.07,12537.42,0.8237198671002051,626,14,612,0.022364217252396165,253231.76,253231.76,0.800339918495666,0.19966008150433404,0.04697616580310881,0.15268391570122522,0.800339918495666,24.870081699346404,386,0.000958212494083913,0.002022145247041743
Puma,External Brand,Tier 3,Performance Apparel,Buyout,1199234.6400000001,240087.64,240087.64,240087.64,231200.24,231200.24,174914.26,56285.98,0.24345121787070811,793,29,764,0.03656998738965952,959147.0,959147.0,0.7997992786465875,0.20020072135341252,0.146013163064833,0.05418755828857952,0.7997992786465874,302.61811518324606,509,0.014555310545402891,0.009078297363579317
Puma,External Brand,Tier 3,Running Shoes,Buyout,250532.92,49494.51,49494.51,49494.51,47263.01,47263.01,19193.5,28069.51,0.5939001769036716,242,12,230,0.049586776859504134,201038.41,201038.41,0.8024430881179208,0.19755691188207922,0.0806,0.11695691188207921,0.8024430881179208,205.49134782608698,152,0.002975463121753171,0.004527297181819758
Puma,External Brand,Tier 3,Running Shoes,Consignment,80964.65,16426.75,16426.75,16426.75,16223.9,4158.2,725.49,3432.71,0.8255278726371988,65,1,64,0.015384615384615385,64537.9,64537.9,0.7971120729849385,0.20288792701506153,0.0222,0.18068792701506153,0.7971120729849386,64.971875,39,0.00026178126938749847,0.000553657627404415
Puma,External Brand,Tier 3,Sportswear,Buyout,180085.80000000002,34911.48,34911.48,34911.48,33699.4,33699.4,18997.0,14702.4,0.4362807646426939,228,8,220,0.03508771929824561,145174.32,145174.32,0.8061397400572394,0.19386025994276063,0.1093,0.08456025994276063,0.8061397400572393,153.17909090909092,147,0.002121560220671701,0.002371332242208247
Puma,External Brand,Tier 3,Sportswear,Consignment,71608.72,14199.23,14199.23,14199.23,13425.86,3191.33,532.27,2659.06,0.8332137384726744,76,4,72,0.05263157894736842,57409.49,57409.49,0.8017108810211941,0.1982891189788059,0.0432,0.1550891189788059,0.801710881021194,44.32402777777778,50,0.0002009115526993424,0.00042887655838273075
Puma,External Brand,Tier 3,Training Shoes,Buyout,1463298.7,288825.67,288825.67,288825.67,277734.88,277734.88,172079.52,105655.36,0.3804180447194821,1568,62,1506,0.039540816326530615,1174473.03,1174473.03,0.8026201554064116,0.19737984459358843,0.11377026759167493,0.0836095770019135,0.8026201554064116,184.41891102257637,1009,0.017484918820543642,0.0170410247123
Puma,External Brand,Tier 3,Underwear,Buyout,88604.91,17918.58,17918.58,17918.58,17148.58,17148.58,10606.960000000001,6541.62,0.38146715354857363,227,10,217,0.04405286343612335,70686.33,70686.33,0.7977698978532906,0.2022301021467095,0.1252,0.0770301021467095,0.7977698978532906,79.02571428571429,135,0.001079596229280234,0.0010550899460138692
Puma,External Brand,Tier 3,Yoga Apparel,Buyout,299126.42,59084.52,59084.52,59084.52,56853.27,56853.27,47612.61,9240.66,0.16253524203621006,638,27,611,0.04231974921630094,240041.9,240041.9,0.8024764245164302,0.1975235754835698,0.17357333333333333,0.023950242150236473,0.8024764245164302,93.04954173486088,390,0.0035792220646987125,0.001490414830047071
Puma,External Brand,Tier 3,Yoga Apparel,Consignment,701427.12,117375.2,117375.2,117375.2,112106.33,29152.97,5158.91,23994.06,0.8230399852913786,992,44,948,0.04435483870967742,584051.92,584051.92,0.8326623013949047,0.1673376986050953,0.024719155844155846,0.14261854276093944,0.8326623013949048,30.75207805907173,616,0.0018353377646615511,0.003869972800323703
Reebok Underwear,External Brand,Tier 2,Accessories,Buyout,186650.73,37649.24,37649.24,37649.24,35669.39,35669.39,20724.76,14944.63,0.4189763267608445,513,23,490,0.04483430799220273,149001.49,149001.49,0.7982904219019128,0.20170957809808723,0.13022201834862385,0.07148755974946339,0.7982904219019127,72.79467346938776,327,0.0022455817883886646,0.0024104012247573615
Reebok Underwear,External Brand,Tier 2,Accessories,Consignment,86869.12,17947.99,17947.99,17947.99,16865.44,5324.46,985.18,4339.28,0.8149709078479319,197,12,185,0.06091370558375635,68921.13,68921.13,0.7933904476066984,0.2066095523933016,0.0461,0.16050955239330159,0.7933904476066985,28.780864864864864,124,0.0003352036692806888,0.0006998772018153092
Reebok Underwear,External Brand,Tier 2,Bags,Consignment,314713.98,65078.69,65078.69,65078.69,63399.79,18030.9,3055.55,14975.35,0.8305381317626962,202,5,197,0.024752475247524754,249635.29,249635.29,0.7932132217323171,0.20678677826768294,0.0131,0.19368677826768294,0.7932132217323171,91.5274111675127,133,0.0011351430643545396,0.002415356016252671
Reebok Underwear,External Brand,Tier 2,Basketball Shoes,Buyout,72912.42,9370.32,9370.32,9370.32,8973.94,8973.94,3559.82,5414.12,0.6033158233730112,126,5,121,0.03968253968253968,63542.1,63542.1,0.871485269587815,0.12851473041218492,0.0508,0.07771473041218492,0.871485269587815,74.16479338842976,85,0.0005649582522743611,0.0008732368401883035
Reebok Underwear,External Brand,Tier 2,Basketball Shoes,Consignment,293107.98000000004,56813.96,56813.96,56813.96,54511.71,12341.48,2132.02,10209.460000000001,0.8272476234616919,242,10,232,0.04132231404958678,236294.02,236294.02,0.8061671333547453,0.19383286664525473,0.0342,0.15963286664525472,0.8061671333547451,53.19603448275862,143,0.0007769631813093225,0.0016466714055892514
Reebok Underwear,External Brand,Tier 2,Kids Apparel,Consignment,253569.18,46616.33,46616.33,46616.33,44504.68,11573.62,2030.69,9542.93,0.8245415004121441,538,23,515,0.04275092936802974,206952.85,206952.85,0.816159321886043,0.18384067811395693,0.030241246290801188,0.15359943182315575,0.8161593218860431,22.473048543689323,337,0.0007286222247627677,0.0015391675912868883
Reebok Underwear,External Brand,Tier 2,Lifestyle Apparel,Buyout,253388.59,32832.14,32832.14,32832.14,32075.93,32075.93,18123.0,13952.93,0.43499689642669753,307,7,300,0.02280130293159609,220556.45,220556.45,0.8704277094718432,0.12957229052815677,0.0732,0.056372290528156774,0.8704277094718433,106.91976666666666,190,0.0020193539685884622,0.002250451136023691
Reebok Underwear,External Brand,Tier 2,Lifestyle Apparel,Consignment,56596.35,11222.58,11222.58,11222.58,10869.53,2463.03,418.44,2044.59,0.8301116916968123,359,12,347,0.033426183844011144,45373.77,45373.77,0.8017084140585038,0.19829158594149623,0.0496,0.14869158594149623,0.8017084140585037,7.09806916426513,245,0.00015506111296702672,0.00032976943826154635
Reebok Underwear,External Brand,Tier 2,Outdoor Apparel,Buyout,771383.99,151470.32,151470.32,151470.32,145961.87,145961.87,116420.02,29541.85,0.2023942965378561,476,17,459,0.03571428571428571,619913.67,619913.67,0.8036382372934652,0.1963617627065348,0.15447817589576548,0.04188358681076931,0.8036382372934653,317.9997167755991,307,0.009189092302143483,0.0047647691124904565
Reebok Underwear,External Brand,Tier 2,Outdoor Apparel,Consignment,721268.52,92614.58,92614.58,92614.58,89828.85,18271.22,3172.7200000000003,15098.5,0.8263542335979753,318,10,308,0.031446540880503145,628653.9400000001,628653.9400000001,0.8715948673317948,0.1284051326682052,0.0481,0.08030513266820519,0.8715948673317949,59.32214285714286,211,0.0011502725133130322,0.0024352187302060352
Reebok Underwear,External Brand,Tier 2,Performance Apparel,Buyout,447062.19,89078.43000000001,89078.43000000001,89078.43000000001,86189.05,86189.05,56058.18,30130.87,0.34959046421790235,637,29,608,0.04552590266875981,357983.76,357983.76,0.8007471175319031,0.19925288246809691,0.1307085,0.06854438246809691,0.8007471175319031,141.75830592105262,400,0.005426068711534456,0.0048597714330167316
Reebok Underwear,External Brand,Tier 2,Performance Apparel,Consignment,227558.6,29093.19,29093.19,29093.19,27869.74,5128.08,892.0,4236.08,0.8260557557604405,527,22,505,0.04174573055028463,198465.41,198465.41,0.8721507778655696,0.12784922213443042,0.0434,0.08444922213443043,0.8721507778655696,10.154613861386139,345,0.00032284048192021626,0.000683232199135754
Reebok Underwear,External Brand,Tier 2,Running Shoes,Buyout,525405.96,104177.81,104177.81,104177.81,100496.87,100496.87,77281.11,23215.76,0.23100978169767875,318,11,307,0.03459119496855346,421228.15,421228.15,0.8017193980821992,0.19828060191780086,0.1524,0.045880601917800856,0.8017193980821993,327.3513680781759,189,0.006326823673240925,0.0037444417384487243
Reebok Underwear,External Brand,Tier 2,Sportswear,Buyout,421830.22,82835.77,82835.77,82835.77,79758.32,79758.32,64004.399999999994,15753.92,0.19752071006510666,478,18,460,0.03765690376569038,338994.45,338994.45,0.803627701211165,0.19637229878883503,0.1577,0.03867229878883502,0.8036277012111651,173.38765217391307,296,0.005021219338611493,0.0025409306260997756
Reebok Underwear,External Brand,Tier 2,Sportswear,Consignment,237257.1,46469.47,46469.47,46469.47,44583.31,14119.460000000001,2454.45,11665.01,0.8261654482536868,405,15,390,0.037037037037037035,190787.63,190787.63,0.8041387591772806,0.19586124082271933,0.0412,0.15466124082271931,0.8041387591772807,36.203743589743596,250,0.0008888966768952935,0.00188143529754881
Reebok Underwear,External Brand,Tier 2,Training Shoes,Buyout,235980.92,46620.22,46620.22,46620.22,46115.6,46115.6,27052.26,19063.34,0.4133815888766491,161,2,159,0.012422360248447204,189360.7,189360.7,0.8024407227499579,0.19755927725004208,0.1161,0.08145927725004208,0.8024407227499579,290.03522012578617,99,0.002903227431717119,0.0030747029591208347
Reebok Underwear,External Brand,Tier 2,Training Shoes,Consignment,800980.4299999999,146100.67,146100.67,146100.67,139513.43,31876.54,5634.66,26241.88,0.8232348931220265,737,34,703,0.04613297150610583,654879.76,654879.76,0.817597703354625,0.182402296645375,0.026350000000000002,0.15605229664537498,0.8175977033546251,45.34358463726885,474,0.002006801285383428,0.004232520958493835
Reebok Underwear,External Brand,Tier 2,Underwear,Buyout,99140.8,19736.52,19736.52,19736.52,19068.26,19068.26,13309.05,5759.21,0.30203122885884714,430,15,415,0.03488372093023256,79404.28,79404.28,0.800924341946,0.19907565805399996,0.1391,0.05997565805399996,0.800924341946,45.94761445783132,283,0.0012004505093095236,0.0009288959872298507
Reebok Underwear,External Brand,Tier 2,Underwear,Consignment,93498.31999999999,18758.36,18758.36,18758.36,17761.34,3967.85,749.18,3218.67,0.811187418879242,211,11,200,0.052132701421800945,74739.96,74739.96,0.7993722240142924,0.20062777598570758,0.0167,0.1839277759857076,0.7993722240142925,19.83925,137,0.0002497977032704502,0.0005191353757229036
Reebok Underwear,External Brand,Tier 2,Yoga Apparel,Buyout,166599.29,33733.1,33733.1,33733.1,32653.33,32653.33,19120.0,13533.33,0.41445481976876475,221,8,213,0.03619909502262444,132866.19,132866.19,0.7975195452513634,0.20248045474863666,0.12427906976744187,0.07820138498119479,0.7975195452513633,153.30201877934275,129,0.0020557044339206596,0.0021827743615630193
