risk_id,risk_type,entity_type,entity_name,month_or_snapshot,channel,store_id,brand,sku,key_metric,metric_value,risk_level,risk_reason,recommended_action,owner_department
RISK021435,High Inventory Low GMROI,Brand-Store,Salomon / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Salomon,,gmroi,0.0078,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021436,High Inventory Low GMROI,Brand-Store,Salomon / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Salomon,,gmroi,0.0068,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021437,High Inventory Low GMROI,Brand-Store,Salomon / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Salomon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021438,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021439,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021440,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.0233,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021441,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.0081,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021442,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.01,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021443,High Inventory Low GMROI,Brand-Store,Skechers / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Skechers,,gmroi,0.0093,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021444,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0136,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021445,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021446,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0113,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021447,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021448,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021449,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021450,High Inventory Low GMROI,Brand-Store,The North Face / S068,2026-02-01,Himaxx Warehouse Outlet,S068,The North Face,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021451,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0567,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021452,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0006,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021453,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021454,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0368,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021455,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0048,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021456,High Inventory Low GMROI,Brand-Store,Under Armour / S068,2026-02-01,Himaxx Warehouse Outlet,S068,Under Armour,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021457,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021458,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0069,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021459,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,-0.0058,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021460,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021461,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021462,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0076,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021463,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0204,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021464,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0104,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021465,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021466,High Inventory Low GMROI,Brand-Store,Adidas / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Adidas,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021467,High Inventory Low GMROI,Brand-Store,Asics / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Asics,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021468,High Inventory Low GMROI,Brand-Store,Asics / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Asics,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021469,High Inventory Low GMROI,Brand-Store,Asics / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Asics,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021470,High Inventory Low GMROI,Brand-Store,Asics / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Asics,,gmroi,0.0118,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021471,High Inventory Low GMROI,Brand-Store,Asics / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Asics,,gmroi,0.0029,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021472,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0038,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021473,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0022,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021474,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0247,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021475,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021476,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,-0.002,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021477,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0295,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021478,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021479,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0055,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021480,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0023,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021481,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0076,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021482,High Inventory Low GMROI,Brand-Store,Brand A / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand A,,gmroi,0.0139,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021483,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0077,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021484,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0051,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021485,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0325,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021486,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021487,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021488,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0008,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021489,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0018,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021490,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0039,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021491,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,-0.0196,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021492,High Inventory Low GMROI,Brand-Store,Brand B / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brand B,,gmroi,0.0075,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021493,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021494,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021495,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021496,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021497,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0286,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021498,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021499,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0234,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021500,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021501,High Inventory Low GMROI,Brand-Store,Brooks Brothers / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Brooks Brothers,,gmroi,0.0154,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021502,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021503,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021504,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0024,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021505,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021506,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.007,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021507,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0144,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021508,High Inventory Low GMROI,Brand-Store,Champion / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Champion,,gmroi,0.0094,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021509,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021510,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0346,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021511,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021512,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0007,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021513,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0191,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021514,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0104,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021515,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0142,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021516,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0063,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021517,High Inventory Low GMROI,Brand-Store,Cole Haan / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Cole Haan,,gmroi,0.0253,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021518,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.016,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021519,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021520,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021521,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021522,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0102,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021523,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0064,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021524,High Inventory Low GMROI,Brand-Store,Columbia / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Columbia,,gmroi,0.0006,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021525,High Inventory Low GMROI,Brand-Store,Fila / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Fila,,gmroi,0.0068,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021526,High Inventory Low GMROI,Brand-Store,Fila / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Fila,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021527,High Inventory Low GMROI,Brand-Store,Fila / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Fila,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021528,High Inventory Low GMROI,Brand-Store,Fila / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Fila,,gmroi,0.0029,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021529,High Inventory Low GMROI,Brand-Store,Hoka / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Hoka,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021530,High Inventory Low GMROI,Brand-Store,Hoka / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Hoka,,gmroi,0.0138,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021531,High Inventory Low GMROI,Brand-Store,Hoka / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Hoka,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021532,High Inventory Low GMROI,Brand-Store,Hoka / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Hoka,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
RISK021533,High Inventory Low GMROI,Brand-Store,Lululemon / S069,2026-02-01,Himaxx Warehouse Outlet,S069,Lululemon,,gmroi,0.0,High,Inventory value is high while GMROI is below 1.,"Stop replenishment, review buyout exposure, and prepare clearance or transfer plan.",Merchandise / Supply Chain
